movie_id,title,release_year,runtime,budget,revenue,popularity,vote_average,vote_count,original_language,director_id
2042,Спаситель,1998,103,10000000,,3.7888,7.2,174,en,21013
10162,Сюрприз старины Неда,1998,91,3000000,43515982,2.9139,7.046,324,en,64045
309,Торжество,1998,105,1300000,,2.5763,7.711,1194,da,4453
692,Розовые фламинго,1972,107,12000,6000000,4.7681,6.16,535,en,10367
24018,Глен или Гленда,1953,71,20000,10158,1.0064,4.6,141,en,44763
1678,Годзилла,1954,96,60000,2250000,2.0508,7.6,1060,ja,18598
39256,Godzilla 1985,1985,87,200000,4116395,2.7559,6.8,192,ja,1178751
1680,Кинг Конг против Годзиллы,1962,97,,12550000,2.5675,6.897,326,ja,18598
244,Кинг Конг,1933,104,672000,10001781,2.6083,7.6,1560,en,3238
10730,Кинг Конг,1976,134,23000000,90614445,2.0681,6.3,890,en,6778
31947,Кинг Конг жив,1986,105,10000000,4711220,2.1926,5.1,239,en,6778
8130,Отчаянно ищу Сьюзэн,1985,104,4500000,27399597,1.6999,6.082,479,en,53861
11532,Изумрудный лес,1985,114,,24467000,1.2186,6.6,254,en,19665
9749,Флетч,1985,98,8000000,59612888,2.3572,6.733,724,en,12964
14628,Флетч жив!,1989,91,8000000,35150960,1.4588,6.0,316,en,12964
9626,Рыжая Соня,1985,89,17900000,6948633,2.2826,5.4,897,en,2087
13698,Энтузиаст,1986,111,13000000,36611610,1.8771,6.038,208,en,6159
10466,Прорва,1986,91,10000000,54999651,2.1322,6.5,1199,en,24318
707,007: Вид на убийство,1985,131,30000000,152427960,3.2055,6.246,2104,en,10179
11954,Жизненная сила,1985,101,25000000,11603545,2.8387,6.244,676,en,10051
9336,Полицейская академия,1984,96,4500000,81198894,5.2764,6.692,2868,en,28904
10157,Полицейская академия 2: Их первое задание,1985,97,7600000,55600000,2.2611,6.079,1661,en,41720
12118,Полицейская академия 3: Переподготовка,1986,83,12000000,107600000,1.7065,5.802,1310,en,41720
10587,Полицейская академия 4: Граждане в дозоре,1987,88,17000000,76800000,1.9557,5.5,1226,en,65688
11825,Полицейская академия 5: Место назначения — Майами-Бич,1988,90,14000000,19510371,2.2059,5.219,966,en,14995
11895,Полицейская академия 6: Город в осаде,1989,84,15000000,33200000,1.6805,5.14,906,en,14987
9447,Бэйб: Поросенок в городе,1998,96,90000000,69100000,1.851,5.7,1293,en,20629
12257,Вот такие пироги,1998,93,15000000,10443316,0.7365,5.1,105,en,15002
37536,Телеведущий,1998,90,3500000,9247881,1.4454,4.135,52,en,109004
10029,Очень дикие штучки,1998,100,30000000,9898412,1.9568,6.258,660,en,36602
27104,Турецкая баня,1997,94,,384793,2.7021,6.552,143,tr,72197
11252,Психо,1998,104,25000000,37100000,9.8602,5.1,1014,en,5216
8545,Голосок,1998,96,,,2.5511,6.5,193,en,55299
10223,Простой план,1998,121,17000000,16316273,1.7124,7.2,1013,en,7623
9745,Джек Фрост,1998,101,27000000,34562925,6.3546,6.022,1192,en,58868
200,Звёздный путь 9: Восстание,1998,103,70000000,112587658,1.7419,6.433,1297,en,2388
9837,Принц Египта,1998,99,70000000,218613188,4.884,7.3,4178,en,21879
11545,Академия Рашмор,1998,93,9000000,17096053,3.4917,7.4,2622,en,5655
1934,Влюбленный Шекспир,1998,124,25000000,289317794,3.5018,6.843,3118,en,18844
110643,Mass Appeal,1984,99,,,1.719,5.8,12,en,30038
11881,Чудо на 34-й улице,1947,96,630000,2700000,9.4925,7.37,797,en,24939
13764,Санта Клаус,1985,107,50000000,23717291,3.9269,6.3,273,en,16187
24951,Скакун,1989,99,,,2.5492,6.0,101,en,79726
8879,Имя ему Смерть,1985,115,6900000,41400000,2.8072,7.167,1151,en,190
1369,Рэмбо: Первая Кровь 2,1985,94,44000000,300400432,5.3726,6.652,4159,en,16566
1368,Рэмбо: Первая Кровь,1982,93,15000000,125212904,7.3372,7.496,6651,en,16544
1370,Рэмбо 3,1988,102,63000000,189015611,4.5413,6.195,3352,en,16589
10303,Жемчужина Нила,1985,106,25000000,96800000,3.0728,6.209,1222,en,21819
9326,Роман с камнем,1984,106,10000000,86572238,3.5961,6.8,1960,en,24
10328,Кокон,1985,117,17500000,85300000,3.4994,6.6,1355,en,6159
11285,Кокон 2: Возвращение,1988,116,17500000,25000000,1.7776,6.489,1006,en,40549
1367,Рокки 2,1979,119,7000000,85187855,4.0255,7.284,4637,en,16483
1371,Рокки 3,1982,100,17000000,269952898,4.7695,6.897,4358,en,16483
1374,Рокки 4,1985,91,31000000,300473716,4.4395,7.079,4659,en,16483
1375,Рокки 5,1990,104,42000000,119946358,2.7368,5.781,3362,en,16513
15196,Улика,1985,94,15000000,14643997,4.3301,7.2,1864,en,21217
11904,Молодой Шерлок Холмс,1985,109,18000000,63700000,1.8086,6.735,676,en,8246
215875,Фиалки синие,1986,88,,,0.7964,4.8,20,en,5632
15596,Снова в школу,1986,96,11000000,91258000,1.3062,6.321,471,en,69801
13818,Ревность,1986,109,15000000,52600000,2.194,5.961,205,en,5342
29968,Ничего общего,1986,118,12000000,32324557,1.2052,5.8,131,en,1201
44326,Крайности,1986,89,,13418091,1.2665,6.1,95,en,86293
1885,Парень-каратист,1984,126,8000000,130442786,5.0793,7.21,4530,en,16513
8856,Парень-каратист 2,1986,113,13000000,115103979,3.4044,6.331,2387,en,16513
10495,Парень-каратист 3,1989,112,12500000,38956288,2.7259,5.9,1757,en,16513
5825,Рождественские каникулы,1989,97,27000000,74542088,15.679,7.2,2562,en,34682
9489,Вам письмо,1998,114,65000000,250800000,3.4267,6.7,3495,en,9248
16885,Генерал,1998,124,,1214198,1.8572,6.7,120,en,19665
76857,The Theory of Flight,1999,101,,,0.7993,6.2,43,en,25598
8741,Тонкая красная линия,1998,210,52000000,98126565,3.7686,7.4,3177,en,30715
9276,Факультет,1998,104,15000000,40283321,2.857,6.56,2134,en,2294
9822,Могучий Джо Янг,1998,114,90000000,,1.8203,6.3,851,en,33485
39314,Могучий Джо Янг,1949,94,1800000,1950000,1.424,6.372,121,en,3239
10312,Целитель Адамс,1998,115,50000000,202292902,2.3724,7.312,3357,en,4499
9441,Мачеха,1998,125,50000000,159710793,5.0877,7.2,1508,en,10965
9422,Гражданский иск,1998,115,70000000,56709981,1.7043,6.461,470,en,2260
125582,Возвращение к истокам,1998,112,,5672903,1.1013,6.241,27,en,54424
24525,Переполох,1998,122,4000000,1808004,1.5454,5.481,104,en,173686
10368,Чай с Муссолини,1999,117,12000000,21001563,1.2202,6.4,151,en,24657
11365,Уайлд,1997,118,10000000,2158775,3.294,6.6,281,en,58080
140897,Смертельный попутчик,1998,100,,7394,1.7247,4.818,11,en,52371
31662,Скорбь,1997,114,6000000,6330054,1.4297,6.32,297,en,1035
36136,Еще один день в раю,1998,101,,,1.0004,6.2,145,en,51917
1363,Страна холмов и долин,1998,114,,166000,1.1582,6.099,86,en,3224
46992,Хилари и Джеки,1998,121,,,1.1073,6.5,108,en,26481
825,Превратности любви,1998,121,20000000,3970078,1.4677,6.577,241,en,12227
22913,TwentyFourSeven,1998,96,,,1.5599,6.2,37,en,70520
15556,С первого взгляда,1999,128,,,1.3836,6.0,249,en,11472
28902,Сновидения,1999,100,30000000,12017369,1.1757,5.455,191,en,17016
14709,Студенческая команда,1999,106,,,7.5188,6.1,445,en,53177
9423,Вирус,1999,99,75000000,30700000,1.1132,5.395,650,en,58338
14443,Малыши из мусорного бачка,1987,90,1000000,1576615,0.8825,3.4,110,en,51809
10658,Говард-утка,1986,110,37000000,38000000,2.4894,5.4,1077,en,686
6917,Врата,1987,86,2500000,13539458,2.9538,6.1,405,en,42309
40729,Врата 2: Нарушители,1990,93,6500000,2032973,2.6994,5.426,102,en,42309
24086,"Мальчик, который умел летать",1986,114,,7177431,1.1566,6.285,142,en,14692
11815,Муха,1958,94,700000,3000000,4.3749,7.0,582,en,70565
9426,Муха,1986,96,15000000,60629159,4.5333,7.4,4761,en,224
10344,Муха 2,1989,105,16500000,38900000,2.0232,5.7,699,en,64875
15698,Беги без оглядки,1986,106,,38500726,2.2251,6.05,228,en,37710
2620,Вооружены и опасны,1986,88,12000000,15945534,1.4151,5.7,195,en,67753
30497,Техасская резня бензопилой,1974,83,140000,30922680,3.4008,7.3,3644,en,10051
16337,Техасская резня бензопилой 2,1986,100,4500000,8027706,2.5028,5.655,974,en,10051
25018,Техасская резня бензопилой 3: Кожаное лицо,1990,81,2000000,5765562,3.4067,5.3,611,en,31621
16780,Техасская резня бензопилой 4: Новое поколение,1995,87,600000,185898,1.8738,4.6,724,en,27797
12151,Безжалостные люди,1986,93,11000000,71600000,0.9711,6.6,426,en,12936
25438,Конфеты или смерть,1986,97,,6797218,1.7513,6.1,191,en,1270
33278,Смертельный друг,1986,91,,8988731,1.0183,6.1,258,en,5140
274253,Belizaire the Cajun,1986,99,,1142243,1.3289,5.3,7,en,107181
192,Имя розы,1986,130,18000000,77200000,2.5063,7.49,3200,en,2352
10945,Джек-попрыгунчик,1986,105,18000000,29844101,0.8042,6.1,379,en,14911
10013,Пегги Сью вышла замуж,1986,103,18000000,41382841,1.8373,6.1,628,en,1776
9671,Крокодил Данди,1986,97,5000000,328203506,3.4147,6.423,2021,en,58453
9396,Крокодил Данди 2,1988,111,14000000,239606210,2.7775,5.9,1171,en,57594
11038,Крутые мужики,1986,104,10000000,21458229,2.9837,6.0,145,en,67897
12278,Свой в доску,1986,104,4500000,35000000,3.0067,5.283,157,en,58712
11873,Цвет денег,1986,119,13800000,52293982,1.7291,6.852,1447,en,1032
18588,Подцеплен по-крупному,1986,114,,5186646,1.5242,5.956,137,en,13776
10015,Перевал разбитых сердец,1986,130,15000000,42700000,2.3301,6.883,1074,en,190
12715,Идущий в огне,1986,101,8000000,11949484,2.4231,5.261,188,en,18669
8388,Три амигос!,1986,103,25000000,39200000,2.321,6.32,1084,en,4610
45712,Глория,1999,108,30000000,4197729,2.1742,5.8,126,en,39996
6187,Nettoyage à sec,1997,97,,,1.0229,5.4,31,fr,48583
8129,Меня зовут Джо,1998,105,,,1.2507,7.23,204,en,15488
1618,Still Crazy,1998,92,,524864,1.8723,6.8,114,en,18069
10722,День зверя,1995,103,,4367497,1.9391,7.2,576,es,57865
296543,Tinseltown,1997,85,,,0.1697,3.0,5,en,151286
10314,Это всё она,1999,95,10000000,103166989,3.5333,6.318,2192,en,64815
125548,The 24 Hour Woman,1999,93,,,0.9762,3.0,2,en,93025
47139,"Blood, Guts, Bullets and Octane",1998,87,7300,13674,0.7675,4.8,17,en,40223
11167,Подглядывающий,1960,101,150000,83957,2.3322,7.443,867,en,68424
170187,Spanish Fly,1998,91,,,3.3184,2.0,4,en,1021557
2112,Расплата,1999,101,90000000,161626121,2.5978,6.823,1925,en,4723
16172,Просто неотразима,1999,96,6000000,4398989,0.8976,5.4,247,en,18679
111794,20 Dates,1998,87,,,0.8814,5.0,8,en,162102
9524,Comedian Harmonists,1997,126,,244523,0.3813,6.664,64,de,14614
20595,Последние дни,1998,87,,421432,0.3644,7.4,94,en,127027
16306,Дикая планета,1973,72,,,1.6941,7.6,1053,fr,80260
11622,Взрыв из прошлого,1999,112,35000000,40263020,4.1156,6.763,1166,en,28904
10207,Послание в бутылке,1999,131,80000000,118880016,2.8933,6.3,803,en,46085
9849,Мой любимый марсианин,1999,94,65000000,36850101,1.6839,5.6,334,en,18281
82865,"God Said, 'Ha!'",1998,85,,55970,0.7478,5.6,8,en,11806
18892,Королевы убийства,1999,87,3000000,3100000,4.3079,6.384,564,en,239418
13466,Октябрьское небо,1999,108,25000000,34698685,2.9106,7.7,1358,en,4945
1542,Офисное пространство,1999,90,10000000,12800000,5.0848,7.37,3227,en,17403
43978,سیب,1998,82,,,0.3099,6.231,52,fa,20026
15256,200 сигарет,1999,101,6000000,6852450,1.2824,5.803,175,en,3191
8224,8 миллиметров,1999,123,40000000,96618699,3.9602,6.464,2158,en,5572
18417,Другая сестра,1999,130,35000000,,1.2229,6.3,171,en,1201
12479,Завтрак для чемпионов,1999,110,12000000,,1.1844,5.035,113,en,72427
15031,Белая ворона,1999,86,,,3.2209,6.2,25,en,77733
15209,Восемь дней в неделю,1997,92,10000000,,1.3195,5.4,52,en,24949
26425,Спекулянт,1998,115,12000000,,1.1812,5.4,29,en,22814
1847,Долгое прощание,1973,112,1700000,959000,1.8288,7.4,724,en,9789
42113,Легенда о Нараяме,1983,130,,,2.275,7.508,190,ja,20025
8913,Кладбище домашних животных,1989,103,11500000,57500000,3.0707,6.635,2302,en,56263
10906,Кладбище домашних животных 2,1992,100,8000000,17092453,2.2164,5.5,582,en,56263
25748,Дети кукурузы 2: Последняя жертва,1992,92,900000,6980986,0.6911,4.73,267,en,102709
25749,Дети кукурузы 3: Городская жатва,1995,90,,,0.8272,4.72,220,en,68762
8769,Кристина,1983,110,9700000,21200000,4.2098,6.871,2133,en,11770
14742,Ночная смена,1982,106,8100000,21095683,3.3994,6.0,223,en,6159
15856,Дом ночных призраков,1959,75,200000,,1.1531,6.775,577,en,12011
10671,Аэропорт,1970,137,10000000,100489151,1.6565,6.5,425,en,24939
27932,Аэропорт,1974,107,3000000,102985152,1.3215,5.7,282,en,30422
7227,Аэропорт 77,1977,114,6000000,91100000,3.5273,5.583,314,en,52094
10670,Русские горы,1977,119,9000000,8200000,2.5846,6.0,149,en,15630
5919,Вздымающийся ад,1974,165,14000000,116000000,2.3399,7.0,993,en,6778
33518,Аллигатор,1980,91,1500000,,1.086,6.1,365,en,21819
40160,Метеор,1979,108,16000000,12600000,1.6797,5.1,154,en,7501
2362,Мир Дикого Запада,1973,88,1200000,10000000,4.0305,6.775,1386,en,4782
10803,Бегство Логана,1976,119,9000000,25000000,2.2676,6.591,1010,en,20412
871,Планета обезьян,1968,112,5800000,32589624,5.6173,7.643,3796,en,13265
1685,Под планетой обезьян,1970,95,3000000,18999718,2.6279,6.1,1411,en,18635
1705,Битва за планету обезьян,1973,86,1700000,8844595,3.5074,5.685,1008,en,18669
1688,Завоевание планеты обезьян,1972,88,1700000,9700000,2.0397,6.158,1036,en,18669
1687,Бегство с планеты обезьян,1971,98,2500000,12348905,3.4017,6.372,1170,en,9108
166680,Лавина,1978,91,6500000,,0.3858,3.6,69,en,2775
11123,Землетрясение,1974,123,7000000,79666653,1.9537,6.1,348,en,19457
29723,Конкорд: Аэропорт-79,1979,113,14000000,13015688,1.9468,4.7,200,en,40187
31638,Пленники Посейдона,1979,114,,,2.6272,5.068,133,en,7506
113286,Dancemaker,1998,98,,,1.8645,4.5,6,en,116370
9535,Анализируй это,1999,103,80000000,176885658,3.4854,6.5,2032,en,1524
9455,Коррупционер,1999,110,25000000,15156200,1.7784,6.1,300,en,15890
796,Жестокие игры,1999,98,10500000,76347426,5.2137,6.8,3440,en,11873
100,"Карты, деньги, два ствола",1998,105,1350000,28356188,1.9099,8.1,6946,en,956
47501,Кровь с молоком,1999,97,,,0.9545,5.976,21,en,111338
77936,Школа плоти,1998,105,,,1.2074,5.208,24,fr,229263
84586,Relax... It's Just Sex,1998,110,,,0.4404,5.63,23,en,617183
30943,На самом дне океана,1999,106,38000000,28121100,2.5523,6.552,517,en,140354
107946,Harvest,1999,100,,,1.9625,3.0,2,en,1196937
7341,Кэрри 2: Ярость,1999,104,21000000,17762705,1.8404,5.652,442,en,102634
10350,Командир эскадрильи,1999,100,30000000,11578022,2.2435,4.787,275,en,20305
11772,Логово Дьявола,1963,111,1050000,1020000,4.2145,7.1,690,en,1744
9540,Связанные насмерть,1988,116,13000000,8038508,2.611,7.126,958,en,224
31503,My Boyfriend's Back,1993,85,,3335984,1.0896,5.7,90,en,12438
11773,Деревня проклятых,1960,77,200000,2175000,2.0607,7.185,479,en,70448
30202,Дети проклятых,1964,90,,2000000,1.4255,6.1,105,en,105822
22345,Гениальные младенцы,1999,94,12000000,36450736,3.0613,4.1,397,en,12698
53685,Рассказывая тебе,1998,94,,,2.9564,3.25,12,en,1016047
1567,Один против всех,1999,93,,6955,2.2356,7.41,556,fr,14597
1641,Силы природы,1999,105,75000000,93888180,0.9761,5.445,582,en,18320
47288,Король и я,1999,87,25000000,12000000,1.6602,5.361,115,en,107274
10212,Людоед,1999,101,12000000,2062405,1.4722,6.851,666,en,42617
10354,Настоящее преступление,1999,127,55000000,16700000,1.8024,6.527,829,en,190
11526,Бандитки,1997,110,,,3.5738,5.9,52,de,62872
8583,Честная куртизанка,1998,111,,4553271,3.4308,7.04,287,en,9182
123728,The Empty Mirror,1996,118,,,0.4728,5.5,6,en,1603348
16520,Король и я,1956,133,4550000,21300000,1.9769,7.074,393,en,80570
16508,Doug's 1st Movie,1999,76,,,1.393,5.5,99,en,261271
11374,Эд из телевизора,1999,123,80000000,35242897,1.2583,6.0,667,en,6159
16379,Отряд «Стиляги»,1999,92,50000000,13260050,1.1153,4.317,131,en,324
125123,Among Giants,1998,93,,,0.2842,4.571,7,en,134156
28029,A Walk on the Moon,1999,107,14000000,,1.6116,6.0,108,en,3417
603,Матрица,1999,136,63000000,463517383,15.2684,8.236,27057,en,9340
4951,10 причин моей ненависти,1999,97,16000000,53478166,8.9048,7.59,8633,en,40243
65749,Танго,1998,115,,,1.4711,6.541,37,es,96369
8970,Приезжие,1999,90,75000000,29000000,1.1219,5.8,249,en,54967
9840,Воображаемая жизнь ангелов,1998,113,500000,,2.1774,6.9,109,fr,19377
186705,Любовь плюс...,1996,105,,,1.8186,5.4,16,fr,24560
30950,Метролэнд,1997,105,,,2.6363,5.8,54,en,107414
70687,Липкие пальчики Времени,1997,81,250000,,0.7493,4.308,13,en,85925
11660,Преследование,1999,68,6000,48482,2.1571,7.1,1748,en,525
9430,Экстази,1999,102,6500000,28451622,2.018,7.0,778,en,11694
11355,Нецелованная,1999,107,25000000,84565230,2.3389,6.2,1547,en,1215
18764,Близнецы-драконы,1992,89,,46861333,2.52,6.741,411,cn,26767
9465,Колесо фортуны,1999,118,10000000,10920544,1.3182,6.332,188,en,9789
27455,Глупый,1999,84,,6033999,3.0566,5.923,13,en,54827
1414,Любовники полярного круга,1998,112,,,1.102,7.3,258,es,16435
49981,"Прощай, любовник",1999,102,20000000,,2.2414,5.6,69,en,8965
6522,Пожизненно!,1999,104,80000000,73500000,4.8546,6.655,840,en,34849
114719,Друзья и любовники,1999,103,,94633,1.8557,4.8,29,en,941809
10209,Экспресс в Марракеш,1999,98,12000000,1263279,0.6036,6.0,95,en,33405
25512,Jeanne et le garçon formidable,1998,93,,13936,2.4463,5.4,31,fr,5066
143299,The Joyriders,1999,100,,,2.2696,4.5,2,en,263975
22826,Монстр,1994,112,,,4.4991,6.947,630,it,4818
1902,Открой глаза,1997,119,2900000,370720,2.1439,7.4,1131,es,19840
445590,Fotoamator,1998,52,,,1.986,5.0,3,pl,1258297
6396,Панк из Солт-Лейк-Сити,1998,97,600000,299200,2.6126,7.1,408,en,33156
39964,Счастливая пропажа,1999,95,30000000,6552255,0.4098,5.005,94,en,88060
12596,Управляя полетами,1999,124,33000000,8408835,2.4855,5.9,425,en,10723
9451,Выскочка,1999,103,25000000,14902041,3.0823,6.869,1139,en,13235
1946,Экзистенция,1999,97,15000000,2856712,3.3857,6.8,2083,en,224
89522,A Little Bit of Soul,1998,84,,,0.8037,5.4,5,en,61335
42230,猩猩王,1977,90,,,0.7994,5.079,63,zh,1042634
139445,Nô,1998,85,1000000,,1.7348,7.0,9,fr,38527
74140,Let It Come Down: The Life of Paul Bowles,1999,75,,,1.1077,1.0,3,en,92012
1844,Западня,1999,112,66000000,212404400,2.8476,6.2,2140,en,15148
6552,Рука - убийца,1999,92,25000000,4152230,2.5612,6.2,714,en,50719
24584,Get Real,1998,111,1200000,1200000,2.5095,7.0,184,en,103586
213985,Предсказание,1999,105,,2838,2.3719,5.184,19,en,206549
25471,Король масок,1995,102,,1,1.4058,7.375,61,zh,552613
4154,Three Seasons,1999,105,,,3.0864,7.2,32,vi,35052
28519,Приговор,1999,104,,,0.85,6.7,76,en,1255
3309,Милдред Пирс,1945,111,1453000,5638000,3.4368,7.61,426,en,4109
18462,Ночь кометы,1984,95,3000000,14418922,1.3495,6.212,416,en,68381
28941,Роботы-убийцы,1986,77,800000,,0.9617,5.8,395,en,98132
18252,Мой научный проект,1985,94,,4122748,0.5758,6.219,146,en,70835
8592,Дик Трэйси,1990,101,47000000,103738726,1.8952,6.1,991,en,6449
564,Мумия,1999,124,80000000,415885488,15.8113,6.953,9611,en,7775
13852,Замок,1997,85,800000,861789,0.3544,7.1,215,en,42378
140519,Mascara,1999,94,,,2.1038,3.0,6,en,1112606
25232,Все о моем отце,1999,119,,1083975,0.7509,5.4,12,en,93395
33194,天浴,1998,99,,,3.3068,7.133,45,zh,6720
10210,Сон в летнюю ночь,1999,116,11000000,16071990,2.3967,6.386,396,en,52405
53862,Оболтус,1999,94,,9016377,0.4105,4.9,14,en,161858
17962,После жизни,1999,118,,,2.1382,7.2,257,ja,25645
9460,Черная маска,1996,99,,12504461,1.9853,6.212,286,cn,57832
4927,Семнадцатилетний рубеж,1999,104,1500000,870751,1.3578,6.491,112,en,40439
122190,Выносливость,1999,83,,137124,2.2239,6.1,7,en,234358
1893,Звёздные войны: Эпизод 1 - Скрытая угроза,1999,136,115000000,924317558,5.6378,6.568,15380,en,1
31342,Любовное письмо,1999,87,,,0.8181,5.1,70,en,56739
44297,Осажденные,1998,93,,,3.0485,6.602,64,it,4956
95627,Frogs for Snakes,1998,108,,,0.8283,2.4,5,en,44023
8785,"Рукопись, найденная в Сарагосе",1966,182,,13377,1.3781,7.8,144,pl,27002
15849,Мумия,1932,73,196000,,2.8624,6.8,671,en,70
18990,Мумия,1959,88,,,1.9728,6.7,248,en,29662
29242,Проклятие мумии,1944,60,,,1.0047,5.5,77,en,103346
29243,Призрак мумии,1944,61,,,1.3049,5.6,78,en,100793
31498,Рука мумии,1940,67,84000,,1.2174,5.753,97,en,90375
29239,Гробница мумии,1942,60,,,2.3489,5.6,78,en,103344
15660,Дорогая мамочка,1981,129,5000000,19032261,2.6465,6.3,223,en,113799
1924,Супермен,1978,144,55000000,300478449,4.7929,7.152,4116,en,7187
8536,Супермен 2,1980,127,54000000,216385706,3.5079,6.746,2428,en,10586
9531,Супермен 3,1983,125,39000000,80250623,2.2525,5.5,1811,en,10586
11411,Супермен 4: В поисках мира,1987,90,17000000,36700000,1.9052,4.593,1356,en,64508
138,Дракула,1931,75,355000,700000,2.9536,7.16,1317,en,1496
30793,Дом Дракулы,1945,67,,,1.5303,5.539,142,en,29755
3103,Дом Франкенштейна,1944,71,354000,,1.5076,6.017,175,en,29755
3035,Франкенштейн,1931,70,291000,12000000,2.6704,7.471,1724,en,2917
3077,Сын Франкенштейна,1939,99,420000,,1.1035,6.707,268,en,30146
3074,Призрак Франкенштейна,1942,67,200000,,0.737,5.8,166,en,29755
3076,Франкенштейн встречает Человека-волка,1943,74,1200000,,0.8666,6.2,214,en,25165
3079,Проклятие Франкенштейна,1957,83,270000,8000000,1.0324,6.8,324,en,29662
32023,Сын Дракулы,1943,80,10000000,,0.5223,5.9,140,en,5029
13666,Человек-волк,1941,70,180000,,1.3211,7.0,656,en,30129
29794,Вой 2: Стирба – Сука-оборотень,1985,91,2000000,,1.1505,4.9,225,en,114629
9077,Тарантул,1955,80,,,3.164,6.478,298,en,33883
36685,Шоу ужасов Рокки Хоррора,1975,100,1400000,171181400,3.9335,7.443,3021,en,13484
43391,The Flying Saucer,1950,69,,,0.7089,3.6,16,en,106608
30168,It Came from Hollywood,1982,80,5000000,2091037,0.8791,5.2,26,en,108128
10785,Нечто,1951,87,,,1.8638,6.7,659,en,13973
19483,Это прибыло из космоса,1953,81,800000,1600000,1.1854,6.3,233,en,33883
8974,Война миров,1953,85,2000000,2000000,1.7076,6.803,672,en,51000
29959,Это прибыло со дна моря,1955,79,,,2.746,5.58,100,en,9643
11549,Вторжение похитителей тел,1956,80,416911,3000000,2.1329,7.5,1147,en,14773
18158,Земля против летающих тарелок,1956,83,,,1.7297,6.1,177,en,82751
27625,Оно захватило мир,1956,71,,,1.0925,4.783,53,en,102429
41516,Подземное население,1956,77,,,1.1174,5.1,61,en,12345
17918,Болотная тварь,1982,89,3000000,,3.9506,5.393,440,en,5140
37305,Высота Порк Чоп Хилл,1959,98,,,2.0502,6.6,68,en,2000
18784,"Идти тихо, идти глубоко",1958,93,,,1.7495,6.9,174,en,1744
509,Ноттинг Хилл,1999,124,42000000,363889678,5.8211,7.265,6491,en,7017
1090,Тринадцатый этаж,1999,101,16000000,18564088,2.0008,7.054,1434,en,15361
24858,Вечность и один день,1998,137,,,2.1258,7.789,204,el,10316
15059,Потеря сексуальной невинности,1999,106,4000000,,1.153,5.506,31,en,6111
55912,Человек с дождем в ботинках,1998,91,,258464,1.0521,4.865,37,en,102329
12117,Инстинкт,1999,126,80000000,34105207,1.8602,6.493,637,en,12962
11779,Клуб Буена Виста,1999,105,,,2.1782,7.5,358,en,2303
41730,Desert Blue,1999,90,2000000,100590,2.6042,5.726,42,en,66800
84198,Место на столе,2012,84,,230522,1.1168,6.8,25,en,638550
100568,На плаву,1997,90,,,2.4597,6.2,14,en,1085268
13533,Фан-клуб,1998,113,,,2.2759,5.8,37,en,262055
62676,Забвение,1999,126,8000000,1997807,2.1239,6.541,73,en,102445
817,"Остин Пауэрс: Шпион, который меня соблазнил",1999,95,33000000,312016928,3.825,6.294,3535,en,6737
265966,Нечего декларировать,1999,101,,,0.9113,7.5,2,en,1006105
91598,Le Nain rouge,1998,100,,,0.6968,5.35,10,fr,980223
14283,Красная скрипка,1998,141,18000000,9495408,2.0524,7.359,436,fr,78012
37135,Тарзан,1999,88,130000000,448200000,9.8578,7.4,7109,en,15774
2275,Генеральская дочь,1999,116,60000000,149700000,1.9576,6.417,986,en,12786
68426,Достать Брюса,1999,72,,,1.4175,6.2,10,en,551883
24137,Идеальный муж,1999,97,14000000,18500000,1.4761,6.469,211,en,56710
10376,Легенда о пианисте,1998,120,9000000,21057208,4.5212,8.2,2367,it,65314
104,"Беги, Лола, беги",1998,81,1530000,7660911,2.9529,7.3,2449,de,1071
15800,Trekkies,1997,86,375000,,0.7839,6.4,62,en,63983
9032,Большой папа,1999,93,34200000,234801895,4.8968,6.5,3426,en,17494
13821,The Boys,1998,86,,,1.6669,6.38,25,en,61346
9421,Ужин с придурком,1998,80,12500000,78599508,2.7041,7.764,2005,fr,38507
55955,My Son the Fanatic,1997,88,,408339,0.9352,4.867,15,en,145304
67067,Зона 39,1996,95,,,0.0452,5.308,13,en,79113
6488,Боязнь пауков,1990,105,31000000,53200000,2.5723,6.4,1463,en,664
9473,"Южный Парк: Большой, длинный и необрезанный",1999,81,21000000,83137864,3.3321,7.3,2838,en,34517
8487,"Дикий, дикий Запад",1999,106,170000000,222104681,2.9786,5.3,3457,en,5174
10279,Кровавое лето Сэма,1999,142,22000000,19288130,1.741,6.5,508,en,5281
125263,Разбитые сосуды,1998,90,600000,,2.7191,4.8,8,en,43439
2767,Любовники с Нового Моста,1991,126,28000000,,1.4585,7.407,359,fr,27977
78568,"Конец августа, начало сентября",1999,112,,69400,5.3914,5.9,46,fr,21678
2105,Американский пирог,1999,95,11000000,235483004,8.9104,6.598,8040,en,3289
1073,Дорога на Арлингтон,1999,118,31000000,41100000,3.666,7.019,1180,en,11676
10239,Осенняя сказка,1998,112,,,1.5807,7.1,132,fr,28615
10208,Маппеты в космосе,1999,88,24000000,22300000,1.7363,6.077,350,en,49903
2667,Ведьма из Блэр: Курсовая с того света,1999,81,60000,248639099,4.9105,6.37,5224,en,26849
48958,Моя веселая жизнь,1999,98,,,1.2964,5.561,33,en,58220
345,С широко закрытыми глазами,1999,159,65000000,162100000,8.3062,7.5,6692,en,240
9825,Лэйк Плэсид: Озеро страха,1999,82,27000000,56870414,3.6161,5.9,1203,en,58712
