movie_id,genre_id
91598,18
91598,35
14283,18
14283,53
14283,9648
14283,10402
14283,10749
37135,10751
37135,12
37135,16
37135,18
2275,53
2275,9648
2275,80
68426,35
68426,99
24137,18
24137,35
24137,10749
10376,18
10376,10402
104,28
104,18
104,53
15800,99
9032,35
9032,18
13821,18
9421,35
55955,18
55955,35
67067,878
6488,35
6488,27
9473,16
9473,35
8487,28
8487,12
8487,35
8487,878
8487,37
10279,80
10279,18
10279,53
125263,18
2767,18
2767,10749
78568,18
78568,10749
2105,35
2105,10749
1073,80
1073,18
1073,53
1073,9648
10239,18
10239,10749
10208,10751
10208,35
10208,878
2667,27
2667,9648
48958,35
48958,18
345,18
345,53
345,9648
9825,27
9825,35
9825,28
9825,878
9825,53
16158,35
16158,18
16158,10749
133575,18
133575,10749
133575,35
620,35
620,14
2978,35
2978,14
10490,35
11618,27
11618,53
11618,14
11618,9648
332,28
332,12
332,35
332,10751
1812,35
1812,10749
8914,28
8914,27
8914,878
9824,12
9824,14
9824,28
9824,35
9824,878
4806,35
4806,10749
33430,18
33430,10749
247,80
247,53
10056,53
10056,80
10056,18
967,36
967,10752
967,18
967,12
802,18
802,10749
802,35
802,80
3175,18
3175,10749
3175,10752
3175,36
147,18
1628,18
1628,10749
21185,10749
21185,28
21185,35
11120,18
11120,12
10136,28
10136,12
10136,35
32060,35
48686,28
48686,53
48259,35
48259,18
873,18
873,36
48660,27
48660,878
26789,28
26789,80
26789,53
3934,35
3934,80
3934,18
108312,18
198469,18
198469,10402
11416,12
11416,18
11416,28
11416,36
10776,27
10776,35
24452,27
24452,35
24452,14
9710,12
9710,28
9710,35
9710,9648
31924,53
31924,9648
31924,10749
31924,80
30890,35
30890,18
24081,35
24081,18
20242,35
39074,18
39074,53
66194,35
66194,27
2115,10402
2115,18
23599,28
23599,80
3526,18
41166,18
41166,10749
16406,35
16406,12
197239,18
197239,10749
10386,16
10386,10751
10386,878
10386,18
745,9648
745,53
745,18
913,18
913,80
913,10749
912,80
912,10749
12229,35
12229,18
67323,35
67323,18
91076,18
91076,35
89861,35
19457,80
19457,18
19457,53
11353,35
17707,18
17707,53
17707,9648
9781,35
9781,10402
9781,12
102489,18
102489,10749
18212,18
18212,10749
18212,35
13817,18
126996,99
38715,18
38715,10749
48781,53
48781,10749
12185,14
12185,35
12185,10749
29056,35
29056,27
29056,14
29056,18
26857,27
26857,878
28501,27
28501,9648
28501,18
29030,27
25319,18
25319,27
29074,27
29074,35
29074,9648
29074,53
24103,35
24103,27
24103,9648
10552,27
10552,53
9267,35
10766,27
10766,53
10768,27
10768,9648
10768,53
813,35
2665,35
9406,27
9406,35
9406,14
11418,12
11418,35
11418,10749
11153,35
11153,12
14170,35
2280,14
2280,18
2280,35
2280,10749
2280,10751
11077,35
11077,10751
28597,35
28597,10751
22611,12
22611,16
22611,10751
22611,14
39780,18
39780,10749
10396,53
10396,80
10396,10749
9944,53
9944,80
9944,18
850,35
850,10751
10154,35
10154,80
10154,10749
10342,35
10342,53
10366,28
10366,878
9349,53
9349,28
9349,878
9349,80
15122,35
15122,10749
10494,16
10494,53
126152,35
22314,18
22314,28
22314,53
22314,80
51679,99
51679,36
35813,27
35813,9648
35813,53
35813,80
11037,28
11955,28
11955,12
11955,18
11955,10752
2038,28
2038,53
28737,28
28737,12
11963,53
11963,9648
53761,12
53761,18
9096,12
9096,18
9096,10749
91893,12
91893,80
113273,99
103793,18
1911,12
1911,36
1911,28
2900,18
2900,878
2900,53
17709,35
17709,10751
17709,10749
37718,14
37718,35
37718,10749
47144,18
47144,53
104896,18
104896,10751
30964,53
30964,80
30964,18
52366,18
52366,10752
6373,35
6373,10749
2162,28
2162,35
2162,53
14578,10749
14578,35
14578,18
40694,35
40694,18
40694,10749
4338,35
4338,80
49184,18
49184,35
49184,10749
10307,27
10307,53
10307,14
11601,27
11601,9648
11601,53
18621,18
18621,53
18621,80
1075,35
1075,10749
1075,80
21719,18
21719,53
40879,35
40879,18
40879,10402
47951,12
47951,18
47951,10751
43832,10749
43832,12
43832,18
47697,18
49792,35
49792,18
77064,18
77064,53
26522,9648
26522,80
26522,18
23761,27
23761,9648
23761,80
23761,18
23761,53
24097,27
24097,53
42114,27
42114,878
28295,53
28295,27
28295,80
12105,10402
12105,16
12105,12
12105,35
12105,14
14,18
24128,99
24128,10402
11001,28
11001,35
11001,80
10390,18
10390,10749
9453,18
9453,36
704,35
704,10402
35122,35
35122,10749
142132,35
24153,18
24153,10402
11797,35
11797,27
18086,27
18086,35
124475,18
17887,35
17887,10749
10669,18
10669,12
10669,53
11527,12
11527,14
42848,18
42848,9648
42848,10749
42848,53
40867,10402
40867,35
40867,10749
1049,18
1049,53
1049,9648
1049,10749
28032,16
28032,14
28032,10749
28032,10402
28032,10751
11326,18
11326,10402
28377,27
28377,53
10975,28
10975,12
10975,80
10975,53
10974,12
10974,28
10974,35
10398,18
10398,53
10398,9648
2290,35
2290,18
2290,36
24071,35
24071,18
24071,10749
62994,10749
62994,35
60994,18
60994,10749
16112,10751
16112,35
16112,12
16112,10402
32305,28
32305,35
32305,53
14429,10749
14429,35
14429,18
15198,18
15198,35
6415,28
6415,35
6415,10752
24066,35
24066,80
21430,18
21430,9648
21430,878
10381,28
10381,35
10381,18
26338,18
26338,10749
42486,28
42486,12
42486,18
42486,10751
60285,37
60285,10752
5622,35
5622,18
10349,9648
10349,27
42518,16
42518,10751
42518,28
42518,12
29787,27
29787,878
29787,18
29787,53
9638,27
9638,878
10576,27
10576,9648
10576,53
12662,27
12662,9648
12662,53
61369,18
11712,18
11712,28
11712,35
12618,18
12618,10749
12618,53
13824,35
226,80
226,18
288772,99
55107,18
55107,10749
69851,18
10388,80
10388,18
10388,53
10388,9648
17198,35
17198,10749
17198,878
44857,18
44857,35
44857,10749
9346,10749
9346,35
9346,18
861,28
861,12
861,878
14412,53
14412,80
9377,35
11541,10749
11541,18
2457,18
2457,10749
11901,37
11901,18
11901,9648
4929,37
4929,18
85325,35
11230,28
11230,35
8416,18
11054,35
11054,10402
11054,10749
851,18
851,10749
24453,18
24453,10749
18254,18
18254,36
18254,10749
56235,99
20123,18
20123,35
20123,80
20123,14
16642,18
16642,10749
2593,18
42020,10402
42020,18
3086,35
3086,10749
16305,35
16305,10749
16305,12
32255,35
32255,10749
48797,9648
48797,878
48797,18
19997,53
19997,80
3767,10749
3767,18
3767,53
17352,10402
17352,10749
17352,10752
535,18
535,10749
2731,18
2731,10749
1654,28
1654,12
1654,10752
31043,18
31043,9648
31043,53
14831,35
14831,10402
14831,12
658,12
658,28
658,53
657,28
657,53
657,12
646,12
646,28
646,53
5689,12
5689,18
5689,10749
391,37
8052,18
8052,80
772,35
772,10751
772,12
65448,28
65448,18
65448,80
65452,28
65452,53
65452,80
65452,18
31650,18
31650,10749
31650,53
73575,18
302579,18
550,18
550,53
97537,18
97537,36
97537,99
12220,18
12220,35
12220,10749
1610,35
1610,10749
53151,80
53151,18
42881,18
29064,53
29064,14
29064,18
404,18
404,10751
42196,53
42196,18
42196,27
36819,10751
36819,14
36819,878
36819,12
36819,35
42726,18
42726,10749
9343,18
9343,12
16858,18
42006,18
42006,10749
42006,36
11562,35
11562,18
11562,80
10496,27
10496,53
10496,878
16162,18
16162,35
8649,18
31306,35
31306,18
10563,35
10563,10749
14484,18
14484,10749
214735,35
214735,18
94857,99
94857,36
32043,18
32043,14
32043,27
32043,9648
32043,53
15247,53
29251,99
5548,28
5548,53
5548,878
5549,28
5549,12
5549,80
5549,878
5549,53
856,14
856,16
856,35
856,80
38772,35
38772,18
699,12
699,28
699,53
709,12
709,28
709,53
253,12
253,28
253,53
13511,27
660,12
660,28
660,53
46798,18
11377,27
26149,18
26149,10402
492,35
492,18
492,14
108346,10749
108346,18
98480,10749
98480,35
98480,14
128,12
128,14
128,16
46286,35
46286,18
46286,10402
8672,99
8056,18
8056,35
8056,10752
2020,35
2020,10749
9481,18
9481,9648
9481,53
9481,80
9008,18
9008,53
14242,99
14242,35
16129,35
16129,10749
16129,18
104103,18
104103,35
11489,18
28145,18
51371,35
51371,10749
18111,27
18111,35
18111,878
31361,35
31361,18
11223,53
11223,9648
16281,27
16281,35
16288,27
16288,35
1694,878
1694,35
1694,27
476,18
476,80
37094,80
37094,18
37094,53
13555,27
961,28
961,12
961,35
961,10752
961,10749
73969,18
73969,35
73969,10749
24831,27
24831,878
64963,10749
64963,37
85160,27
25560,35
25560,10749
21610,28
21610,80
21610,53
11878,18
11878,53
11510,35
11510,27
11234,878
11234,28
11234,18
11234,53
957,35
957,878
11886,16
11886,10751
11886,12
37853,35
37853,18
37853,10752
62204,12
62204,18
11040,37
11040,35
11040,12
21849,18
1621,35
14035,35
40771,35
40772,35
40773,35
11498,9648
11498,18
11498,80
11498,53
11790,35
11790,18
29371,35
29371,18
29371,10749
276635,35
276635,10770
47941,35
29048,35
29048,10752
19052,18
19052,53
21349,18
21349,35
21349,10749
1832,14
1832,35
1832,12
10047,12
10047,18
10047,28
10047,36
10047,10752
10228,16
10228,10751
10228,12
10228,14
10228,28
47692,18
47692,53
18561,80
18561,18
18561,9648
18561,53
144953,35
144953,9648
144953,53
37426,27
37426,9648
37426,878
51787,10752
51787,18
11663,35
11663,18
11663,10402
13485,35
13485,18
13485,10749
9289,10752
9289,28
9289,18
9264,53
9264,18
18222,53
18222,10749
18222,18
124853,18
124853,28
11165,10752
11165,36
11165,18
4203,35
4203,18
24226,18
88875,18
11379,878
11379,35
11379,12
11379,10749
29154,18
2039,35
2039,18
2039,10749
77915,18
77915,10749
11943,12
11943,37
11943,18
11943,28
11481,18
11481,53
11481,27
2690,10749
2690,35
20565,99
27141,18
10399,10749
10399,18
90762,12
90762,35
90762,14
90762,878
90762,27
2668,14
2668,53
2668,9648
2668,27
36643,12
36643,28
36643,53
99,35
99,18
159569,99
77010,27
25898,14
25898,35
25898,10751
9647,14
9647,35
9647,18
11787,35
11787,14
5156,18
24276,18
24276,36
11953,28
11953,18
11953,36
11953,10752
44662,36
44662,18
44662,28
29005,37
29005,18
26371,18
26371,10749
596,18
52470,35
20334,35
20334,18
20334,10749
11393,18
31121,35
31121,18
293,18
293,10751
10998,53
10998,18
10998,10749
12235,53
36094,18
36094,10749
9013,28
9013,35
9013,80
9013,53
11005,18
59820,18
59820,10749
59820,36
2924,18
2924,53
2924,28
2924,80
177,35
177,18
38557,18
42087,18
13681,18
34760,18
9946,28
9946,27
9946,14
863,16
863,35
863,10751
31582,35
31582,18
31582,80
125520,18
22267,18
22267,10752
22267,10749
22267,37
55123,35
55123,18
5486,27
5486,53
10411,35
41462,53
41462,80
41462,18
1718,37
28604,35
15506,18
20024,10749
20024,18
78256,18
78256,10749
13787,35
13787,18
54933,18
9684,35
9684,18
9684,10402
9586,35
9586,18
41638,35
41638,18
41638,10749
70801,18
70801,35
33015,35
33015,37
777,18
777,36
777,10752
21887,18
5652,99
19664,10752
19664,28
19664,53
32331,18
32331,10749
76083,28
76083,12
76083,18
76083,10749
32628,35
32669,80
32669,18
32669,9648
32669,10749
18161,10402
18161,99
31681,18
31681,10752
31681,12
33666,35
33666,10749
32274,18
10402,35
10402,10749
497,14
497,18
497,80
1715,18
35118,35
35118,18
35118,9648
42739,18
26162,9648
26162,35
26162,80
26162,27
25188,18
25188,10749
15515,28
15515,12
15515,10751
15515,14
75888,28
75888,18
75888,10752
1439,18
1439,10749
1439,36
2277,878
2277,18
10137,10751
10137,14
10137,35
10137,12
10387,36
10387,18
49948,16
49948,10751
49948,10402
334,18
30237,18
30237,10749
50116,35
50116,18
46435,35
46435,18
46435,10402
46435,36
94260,18
22213,18
22213,28
22213,80
22213,53
47070,12
47070,14
47070,35
47070,10749
36492,18
36492,10749
36492,35
624,12
624,18
26578,53
26578,18
26578,80
415072,37
43103,18
43103,10749
43194,12
43194,14
9563,18
1850,35
1850,18
926,35
926,878
926,12
1213,53
1213,80
1213,18
10471,35
10400,18
10397,18
20761,35
12524,18
12524,36
28216,99
36773,18
30814,18
30814,28
30814,35
30814,80
10219,18
10219,10749
3558,18
104878,18
41276,99
17908,35
17908,18
17908,10751
10384,878
10384,27
10384,53
125317,18
48233,18
581335,99
10236,18
10236,10749
71067,10749
71067,18
632,35
632,18
632,10752
11851,28
11851,80
11851,9648
11851,53
5924,80
5924,18
33734,10402
33734,10749
33734,35
14886,18
14886,35
26617,18
11900,35
11900,18
10493,53
10493,27
16241,18
16241,9648
16241,878
27632,27
22160,80
22160,18
22160,10749
22160,53
4460,12
4460,10749
4460,18
9644,35
9644,80
9644,28
43455,18
43455,10749
13342,35
13342,10749
35119,18
21256,35
21256,80
21256,18
14919,28
14919,16
14919,80
14919,9648
14919,18
14040,18
75641,18
75641,10752
17343,27
22692,18
22692,10749
47620,18
47620,27
47620,878
2990,53
2990,18
2990,9648
38775,53
38775,9648
38775,10749
38775,27
10831,36
10831,9648
10831,35
21193,10402
21193,18
33078,35
33078,18
16672,18
16672,53
10472,35
10472,18
10472,10749
123277,99
123277,10402
79474,35
79474,18
79474,10749
79474,53
97805,35
53714,80
53714,18
21489,53
51392,18
51392,35
32600,35
32600,10749
110479,35
299121,14
299121,35
13005,35
65134,35
65134,18
65134,10402
65134,37
121738,99
18681,9648
18681,53
75531,35
75531,18
20468,35
14521,35
46835,18
46835,10749
10406,35
14741,35
14741,18
14741,10749
32015,18
1883,18
1883,36
2005,10402
2005,35
6279,10402
6279,35
11087,18
11087,53
7305,12
7305,18
7305,36
24735,18
24735,9648
9475,18
8872,35
8873,35
11287,35
11287,18
9869,18
9869,28
9869,53
9869,80
619,28
619,18
619,10749
9374,35
9374,14
9374,27
11259,12
11259,18
11259,10749
11259,37
8293,18
8293,10749
11068,10749
11068,35
11068,18
1923,18
1923,9648
1923,27
10158,35
10158,18
10206,28
10206,35
10206,27
11782,28
11782,53
11782,80
10086,35
10086,80
9367,28
9367,80
9367,53
9876,28
9876,35
10326,12
10326,14
10326,18
10326,878
10326,10749
16562,10749
16562,35
16562,18
9609,18
12143,80
12143,18
4234,27
4234,9648
9605,53
9605,27
8374,28
8374,53
8374,80
29076,28
29076,35
29076,10749
29076,53
80471,18
49477,99
121940,18
28156,27
28156,53
113096,99
106837,35
106837,18
106837,10749
24349,10749
24349,18
24349,35
27841,35
27841,9648
1907,18
1907,12
1907,10749
1907,53
15489,35
15489,10751
15489,12
15655,16
15655,10751
15655,35
68546,18
36210,18
279444,35
77908,18
77908,53
77908,10749
22342,18
22342,80
96484,878
96484,18
96484,14
30062,27
30062,53
62463,18
62463,80
25934,18
101383,99
14181,80
14181,18
14181,53
10385,18
10385,35
2787,53
2787,878
2787,28
2069,35
2069,80
61416,10752
61416,35
61416,18
79515,99
14839,18
14839,80
42186,80
42186,53
42186,27
28978,35
28978,10749
28978,18
901,35
901,18
901,10749
25010,35
25010,18
25010,10749
36208,35
10098,35
10098,18
18264,18
18264,37
291861,10749
291861,18
33374,35
33374,27
43368,18
43368,37
127602,10402
127602,10749
127602,35
2155,53
2155,28
2155,80
11004,35
11004,18
25212,28
25212,18
25212,9648
25212,53
36048,35
36048,18
139,18
139,35
139,10749
210307,35
47816,28
47816,35
47816,10749
20682,80
20682,35
25166,35
25166,80
25166,9648
1831,35
1831,18
1831,10749
10416,35
10416,18
10416,10749
10416,878
14271,99
4816,80
4816,18
19958,18
19958,10749
28569,18
28569,10749
2193,35
2193,18
2193,10749
64871,10751
64871,12
54575,35
54575,18
11016,80
11016,53
23020,80
23020,53
54195,18
54195,878
54195,10752
139058,35
139058,18
20423,99
20423,36
10839,18
10839,28
10839,36
10839,10752
36489,27
36489,878
24481,35
24481,10749
11296,18
11296,10752
61651,35
61651,18
61651,10749
28172,27
57855,12
57855,10751
28180,35
28180,27
14280,12
14280,18
14280,28
72086,53
72086,9648
72086,27
149687,35
149687,10402
29478,18
29478,10749
28177,27
64166,18
64166,28
64166,53
64166,9648
73642,35
2067,878
2067,12
2067,9648
622,9648
622,53
622,27
110666,99
28463,18
28463,10749
12186,35
12186,14
12186,10749
12186,18
20283,18
20283,35
5693,18
5693,10751
287,35
287,10749
968,80
968,18
968,53
838,35
838,18
16958,80
16958,18
3114,37
31938,28
31938,18
31938,10752
12501,18
12501,37
12501,10749
22650,80
31618,53
31618,80
31618,18
42232,10402
42232,18
15873,10752
15873,28
26928,28
26928,35
26928,37
26928,12
26928,18
68427,18
68427,10749
25392,878
25392,12
25392,18
67455,35
67455,14
67455,10749
22178,18
22178,53
22178,10752
48213,18
48213,10752
35412,878
35412,18
35412,10749
43463,53
43463,18
43463,80
59939,35
59939,10402
59939,18
159727,18
159727,10402
244151,10402
244151,18
8333,80
8333,53
8333,28
19259,35
820,18
820,53
820,36
11718,35
11718,80
11718,9648
8989,35
8989,10751
8989,14
8989,18
32031,28
58048,10749
58048,12
58048,80
58048,35
26827,35
26827,10749
11157,35
28370,35
28370,14
28370,10749
28370,878
918,35
918,10749
61178,10749
61178,35
61178,80
61178,28
11176,10751
11176,35
11176,12
11176,10402
14900,10751
14900,35
14900,80
14900,10749
14900,9648
11899,10749
11899,35
11899,10751
36536,10751
36536,35
36536,12
36536,10402
18890,16
18890,878
18890,10751
19736,12
19736,28
19736,10751
19736,878
123047,18
123047,35
123047,10749
24575,28
24575,12
24575,18
24575,53
16535,18
16535,10749
10971,18
10971,28
10971,36
23928,12
23928,10752
23928,36
31336,35
31336,18
462,18
9532,27
117259,35
117259,18
78231,18
78231,10402
78231,10770
2383,12
2383,18
2383,10751
25503,53
25503,18
25503,9648
53879,18
53879,10749
1396,18
1396,36
11570,12
11570,35
1541,18
1541,53
1541,80
1541,12
150043,18
150043,35
150043,80
17443,18
8469,35
27995,35
27995,10749
36739,35
36739,18
36739,10402
925,18
41823,18
41823,10402
1713,18
1713,10749
26170,28
26170,80
26170,18
26170,53
30547,18
54825,16
54825,35
54825,10751
13939,80
13939,18
13939,28
14373,28
14373,80
14373,18
14373,53
24873,28
24873,80
24873,18
24873,53
26263,80
26263,28
34746,28
34746,80
34746,18
996,80
996,53
9079,18
9079,10749
1496,10749
1496,10402
1496,35
1498,878
1498,28
1498,12
1498,35
1498,10751
1497,878
1497,12
1497,28
1497,35
1497,10751
1499,28
1499,12
1499,35
1499,10751
1499,14
1499,878
1880,28
1880,53
1880,10752
1880,18
1880,878
33762,28
103960,18
103960,28
103960,53
11690,28
11690,53
11690,18
29143,9648
29143,53
29143,27
35292,35
36652,18
36652,36
36652,10749
801,35
801,18
801,10752
104301,18
104301,10749
11520,35
11520,10749
1879,18
1879,10749
2085,28
2085,80
2085,53
13539,10749
13539,18
16222,18
16222,35
16222,10749
109479,18
109479,53
17078,10751
17078,18
37722,9648
37722,18
37722,10749
75892,18
75892,10749
33516,27
99008,35
99008,27
99008,10402
9960,18
9960,12
9960,53
3082,35
3082,18
3082,10749
49338,35
52961,35
52961,18
12187,14
12187,35
12187,10749
24748,18
24748,37
990,18
990,10749
1908,18
9764,12
9764,18
840,878
840,18
39890,9648
39890,27
42237,18
26689,878
26689,53
26689,28
26689,80
26689,18
25673,18
25673,10749
25673,80
2291,18
2291,9648
2291,27
13531,10402
13531,35
13531,18
13531,10749
16620,18
16620,10402
526,12
526,35
526,14
13346,35
13346,18
13346,10749
243,18
243,35
243,10749
243,10402
10501,10751
10501,12
10501,16
10501,35
10501,14
11478,80
11478,18
11478,53
96167,27
96167,53
96167,9648
24212,878
24212,27
6644,37
41038,27
41038,878
879,12
879,14
879,35
879,10751
32613,27
39406,35
39406,10749
85689,28
85689,12
85689,18
85689,10749
31624,27
31624,53
31624,9648
17529,37
40841,28
40841,12
40841,35
40841,18
118098,18
118098,10402
1793,35
1793,18
1793,10751
11327,18
11327,80
1700,18
1700,53
54087,35
54087,18
34322,35
34322,18
34322,10749
41659,18
41659,10749
593,18
593,878
593,9648
10774,18
10083,53
10083,18
29786,35
29786,18
11356,35
10747,37
38809,18
10559,878
10559,53
10559,10751
10559,80
20697,28
20697,35
2621,10749
2621,35
10479,10752
10479,18
125709,18
49721,35
49721,10749
2006,35
2006,14
2006,10749
184885,18
184885,80
184885,27
46625,18
46625,53
17339,18
17339,12
17339,10752
26879,35
26879,10402
26879,10749
11305,35
48211,18
48211,36
28975,28
28975,53
13665,35
13665,18
13665,10749
12309,35
1552,35
1552,18
1552,10749
1552,10751
106,878
106,28
106,12
106,53
10333,18
10333,10749
11027,80
11027,10749
11027,18
11027,53
61560,18
61560,35
61560,10749
123757,35
123757,18
123757,10749
27197,18
10468,35
10468,18
1359,53
1359,18
1359,80
4967,35
4967,10749
31776,35
31776,80
31776,18
10557,18
10557,35
27745,99
27745,10402
19214,18
19214,10749
46686,28
46686,18
46686,53
71402,18
13776,35
13776,18
26291,35
26291,80
26291,18
10784,10402
10784,18
10784,10749
10242,53
10242,18
10242,27
27857,18
16347,35
16347,18
4825,35
4825,80
4825,10749
11654,27
11654,18
10518,53
10518,80
10518,18
10518,28
11977,35
18041,9648
18041,53
14736,35
14736,18
14736,10749
3536,10752
3536,28
3536,12
1443,18
1443,10749
10424,80
10424,18
10424,9648
10424,53
80677,18
80677,80
28971,10749
28971,18
28971,10402
49096,18
49096,10749
49096,27
310431,18
40562,35
40562,18
9456,28
9456,53
9456,27
9456,80
9456,14
9456,9648
889,35
889,10751
889,10749
10564,35
10564,18
10564,10749
15723,35
15723,18
19600,35
19600,18
19600,10749
125537,35
125537,10749
452,35
452,18
68170,18
68170,10749
36234,18
36234,10749
39283,27
39283,878
65460,27
65460,878
55667,28
55667,27
55667,878
31978,18
31978,10749
12476,878
12476,28
12476,27
5241,18
5241,10749
98,28
98,18
98,12
21311,10749
21311,18
21311,12
47724,18
47724,10749
11129,35
11129,18
94214,18
94214,35
94214,99
117781,10402
117781,10749
117781,18
117781,35
1058,10749
1058,18
1058,28
37112,28
37112,12
37112,18
37112,10751
37112,10752
37112,37
42159,18
42159,10749
42159,10402
16395,27
16395,53
50627,18
5608,18
5608,12
5608,14
38925,18
38925,35
38925,10749
13105,35
13105,18
22501,16
22501,878
22501,12
5491,878
5491,28
5491,12
10560,18
10560,10402
19489,35
19419,28
19419,35
23531,35
23531,10749
10688,18
17889,10402
17889,35
17889,10749
18228,10402
18228,35
18228,10749
80351,12
80351,10751
80351,35
80351,37
18642,10402
18642,35
18642,10749
205054,35
39391,35
39391,18
39391,10402
18644,18
18644,10402
18644,80
31516,10402
31516,35
31516,10749
45827,10751
45827,35
45827,37
5683,35
5683,12
5683,10751
113279,99
2094,10402
2094,10749
14906,16
14906,12
14906,10402
14906,99
16176,14
16176,10749
16176,10402
52770,35
52770,80
52770,18
12518,35
12518,10749
10567,16
10567,10751
10567,12
10567,18
10642,35
10642,10749
9285,35
9285,12
10569,35
10569,80
21879,35
98502,18
98502,35
98502,10749
21484,27
24918,35
24918,18
955,12
955,28
955,53
8584,12
8584,28
8584,35
8584,37
47295,99
47295,10402
11332,18
11332,35
16093,27
16093,9648
16093,14
29372,28
29372,18
29372,10752
962,12
962,35
962,18
5483,27
21060,10749
21060,35
30588,35
30588,80
30588,18
668,12
668,28
668,53
23518,18
23518,53
691,12
691,28
691,53
31353,10749
31353,18
44018,18
698,28
698,12
698,53
698,878
682,12
682,28
682,53
28973,35
28974,18
28974,10749
40685,28
40685,10749
40685,37
22994,18
22994,28
22994,10752
40639,18
40639,10749
40639,37
499,18
9600,80
9600,35
120077,10751
38006,12
38006,27
2768,80
2768,18
2768,9648
42002,27
42002,53
40365,18
40365,27
40365,53
24920,27
21,99
10911,10752
10911,12
10911,53
10911,28
10102,18
10102,35
30308,9648
30308,80
30308,53
38688,10749
38688,18
38688,14
26912,878
26912,27
26912,9648
26278,878
26278,27
26956,27
26956,14
26956,878
26957,27
26957,878
26957,14
26958,27
26958,14
26958,878
26959,27
26959,53
26959,878
26960,27
26960,14
26960,878
80287,35
80287,80
80287,28
6003,18
6003,10749
23939,35
23939,14
46614,18
46614,10752
11072,37
11072,35
23069,12
23069,10751
23069,10749
21299,28
21299,12
21299,10751
38802,10751
13368,35
13368,10402
13368,10749
985,878
985,27
14002,99
541,18
541,80
21137,99
21137,10402
36724,99
36724,10402
938,37
10648,18
10648,80
10648,28
11368,80
11368,18
11368,53
10875,35
10875,18
10875,10402
10875,10749
2075,10749
2075,35
2075,80
1551,18
1551,878
1551,27
22500,16
22500,878
22500,14
22500,12
10246,35
19698,35
23919,35
18835,35
18835,10749
26554,27
26554,35
26554,878
26554,53
15239,28
15239,35
15239,27
15239,878
28165,28
28165,35
28165,27
28165,878
28169,28
28169,35
28169,27
28169,878
15762,27
15762,35
15762,878
169,878
169,28
169,53
865,28
865,53
865,878
9663,878
9663,10749
9663,18
26889,35
26889,878
10128,878
10128,80
10128,53
9659,12
9659,28
9659,53
9659,878
8810,12
8810,28
8810,53
8810,878
9355,28
9355,12
9355,878
1727,28
1727,12
1727,35
1727,10749
635,27
635,9648
10068,18
10068,10749
11495,27
11495,878
11495,53
11428,27
11428,14
11428,53
10117,28
10117,35
35936,10402
35936,18
35936,10751
25562,35
51763,18
51763,36
73079,18
38921,80
38921,35
35463,28
35463,35
9679,28
9679,80
9679,53
24587,99
51333,35
51333,10402
51333,10749
17771,18
17771,36
17771,10749
17771,10752
31610,28
31610,35
31610,9648
31610,53
60005,35
10264,18
10264,36
31657,18
31657,10749
31657,10752
29204,16
29204,10402
29204,18
29204,36
17814,53
17814,28
17814,80
11879,27
21128,80
21128,18
21128,53
482,28
482,80
482,53
592,80
592,18
592,9648
31593,18
31593,9648
31593,53
31593,80
12611,27
12611,878
12611,53
14328,18
32047,18
32047,53
32047,80
9040,80
9040,18
25364,18
43002,37
43002,18
5121,80
5121,18
5121,35
195,35
195,80
195,10749
6978,28
6978,35
6978,14
6978,12
3133,80
3133,18
3133,10749
643,18
643,36
643,10752
10571,35
10571,18
10571,10749
479,28
479,12
479,80
479,53
7450,16
7450,878
7450,12
7450,10751
7450,28
31023,18
25636,35
25636,18
25636,10749
41160,35
41160,10749
47439,18
207731,18
7443,16
7443,35
7443,10751
2123,35
2024,18
2024,36
2024,10752
2024,28
17711,10751
17711,12
17711,16
17711,35
17711,14
2133,18
2133,12
2133,28
29946,10749
29946,18
25993,27
28774,18
28774,27
28774,878
28774,53
46929,16
46929,10402
11598,35
9702,80
9702,28
9702,18
9702,53
117026,27
9873,28
9873,53
16820,28
16820,53
14864,10749
14864,80
14864,53
15379,28
15379,12
15379,53
15379,10752
15379,18
12764,28
12764,10752
27352,28
27352,10752
8348,35
8348,28
8348,18
8348,12
24099,18
24099,878
24099,53
17897,28
17897,12
17897,18
17897,14
17897,10751
28050,27
28050,53
16094,35
16096,35
20343,16
20343,10402
20343,10751
13757,16
13757,10402
13757,10751
11822,18
11822,27
90980,35
90980,10402
90980,10749
26270,878
37744,878
37744,12
494,28
494,80
494,12
494,18
494,53
493,28
493,80
493,53
12706,18
12706,53
4244,14
4244,35
4244,10751
4247,35
20770,35
20770,10749
1050,35
1050,18
1052,18
1052,9648
1052,53
20540,18
23655,18
23655,10402
23655,10749
1788,18
1788,10749
32275,37
32275,18
32275,10749
36657,12
36657,28
36657,878
44490,18
44490,35
47585,35
47585,18
47585,10749
1448,14
1448,10749
1448,53
36047,18
36047,9648
36047,53
2655,18
2655,27
2655,9648
2655,53
12599,12
12599,14
12599,16
12599,878
12599,10751
33828,27
33828,53
33828,10749
93,80
93,18
93,9648
9278,878
9278,28
9278,80
9278,18
90715,37
90715,35
59181,35
22167,28
22167,18
18118,12
18118,28
18118,37
11940,28
11940,12
11940,10751
11940,14
11940,878
24167,18
24167,10752
10276,35
19380,80
19380,53
19380,28
19380,12
13783,18
13783,36
13783,10752
11624,35
15867,18
11686,35
29263,18
29263,36
46754,18
46754,35
18702,35
18702,10402
18702,10749
11830,35
16110,10751
16110,14
16110,12
12107,14
