movie_id,genre_id
8438,80
8438,18
11593,18
11593,35
1945,18
1945,53
39310,80
39310,18
109560,28
109560,53
109560,80
109560,18
56428,27
63105,878
63105,28
63105,53
131957,18
131957,10749
241,80
241,53
241,18
9058,10749
9058,35
527,18
6950,28
6950,18
6950,878
6950,53
101,80
101,18
101,28
63020,35
63020,18
63020,10749
2307,35
2307,18
2307,10749
680,53
680,80
680,35
41478,18
41478,36
25296,18
25296,35
40156,18
40156,10749
11450,36
11450,18
30304,18
30304,36
10452,18
10452,36
10452,10749
12106,37
12106,28
12106,18
12106,10749
12106,53
161495,18
161495,35
3586,35
110,18
110,9648
110,10749
108,18
109,35
109,18
109,9648
159185,18
36357,35
36357,10751
36357,10770
92769,27
92769,18
28033,35
28033,18
22586,10751
22586,16
22586,14
22586,12
22586,35
14334,12
14334,14
14334,10751
14334,18
2636,28
2636,53
2164,28
2164,12
2164,878
11395,14
11395,18
11395,35
11395,10751
278,18
278,80
9905,80
9905,53
87078,18
87078,53
12527,35
12527,18
20306,80
20306,35
36614,35
36614,18
36614,10749
27993,35
31439,18
31439,10749
31439,10752
9067,28
9067,35
9067,878
9067,14
9059,27
9059,35
9059,53
193,878
193,28
193,12
193,53
25066,27
25066,80
25066,53
25066,18
25066,14
46797,18
46797,10749
12122,53
12122,27
12122,878
11381,35
32636,18
36141,80
36141,18
36141,53
95963,18
95963,10752
1587,10749
1587,18
9271,28
9271,80
9271,878
9271,53
2064,10749
2064,35
19855,18
19855,10752
60855,35
60855,10749
60855,18
236,35
236,18
236,10749
48287,35
48287,18
48287,10751
3049,35
3049,9648
3049,80
2759,18
2759,35
12635,18
12635,10402
10497,53
10497,18
10497,10749
11382,35
11382,80
9331,28
9331,18
9331,53
10731,18
10731,53
10731,80
10731,9648
10464,35
10464,10751
10464,10749
34152,35
34152,18
9495,14
9495,28
9495,53
29973,18
888,14
888,35
888,10751
13,35
13,18
13,10749
712,35
712,18
712,10749
16295,18
16295,80
16295,53
48992,35
48992,18
48992,10749
10879,10749
10879,35
10660,35
10660,18
10660,10749
10714,10751
10714,12
10714,18
41647,99
8587,10751
8587,16
8587,18
8587,12
1689,18
1689,36
11596,27
11596,9648
11596,14
854,10749
854,35
854,80
854,14
9359,28
9359,12
9359,35
9359,18
9359,37
23333,18
36593,35
36593,80
12280,35
12280,18
2788,18
2788,10749
2788,35
10427,80
10427,18
10427,53
11011,35
11011,10751
49803,18
8987,12
8987,53
8987,18
1637,28
1637,53
15128,10749
15128,35
8831,53
8831,878
8831,28
8831,80
36955,28
36955,53
10449,18
10449,10749
10395,27
10395,18
10395,10749
12160,37
12160,18
12160,28
12160,12
40480,28
40480,80
40480,10749
40480,53
52038,35
52038,18
29444,35
29444,18
26352,35
26352,80
26352,28
39953,18
41580,18
315,80
315,28
315,53
315,35
22067,80
22067,18
22067,10749
18242,16
18242,878
18242,12
18242,27
11667,28
11667,12
11667,35
11667,53
32502,28
32502,35
267188,18
267188,9648
267188,10749
28732,28
28732,12
28732,80
28732,18
28732,53
75555,27
42981,99
278939,10749
278939,12
278939,80
278939,18
291731,53
291731,18
226229,28
226229,53
203119,35
172923,35
172923,18
172923,80
2654,27
2654,9648
18069,18
