movie_id,keyword_id
807,185459
807,200234
807,201028
807,207268
807,232469
807,251667
807,314730
807,321464
807,323809
807,325775
807,325797
807,347934
10530,7376
10530,1463
10530,6513
10530,3289
10530,4090
10530,3691
10530,4344
10530,4542
10530,10322
10530,12337
10530,160977
10530,165086
10530,165576
10530,185343
10530,207941
10530,208426
10530,234183
8391,1992
8391,158718
8391,187056
8391,264386
629,242
629,642
629,5493
629,10051
629,9856
629,11734
629,12570
629,12670
629,14604
629,15009
629,18023
629,158022
629,184312
629,207268
629,263443
629,325843
629,327412
117164,779
117164,720
117164,3088
117164,11522
117164,12391
117164,15090
117164,18432
117164,155546
117164,168359
117164,180996
117164,190007
117164,218121
117164,234978
117164,267608
117164,326087
117164,326088
117164,326090
117164,326091
11448,549
11448,2393
11448,4130
11448,5885
11448,6230
11448,8018
11448,33625
11448,208349
26441,6075
26441,13042
26441,187056
97406,380
97406,567
97406,2671
97406,2350
97406,2679
97406,10229
97406,14964
97406,33534
97406,241738
124057,1938
124057,10982
124057,177128
9089,2200
9089,2672
9089,4543
9089,7629
9089,155294
9089,187056
9089,207317
11010,2041
11010,5420
11010,3344
11010,4461
11010,5933
11010,4648
11010,9673
11010,12987
11359,818
11359,1990
11359,6300
11359,15101
11359,18249
11359,33465
11359,187065
11359,197927
17182,570
17182,1419
17182,2801
17182,184352
17182,204959
2054,6270
2054,1157
2054,1233
2054,2176
2054,1310
2054,1635
2054,1896
2054,8009
2054,41355
2054,41525
2054,158558
2054,161266
2054,187328
2054,188953
2054,207937
2054,208992
2054,210608
2054,240119
2054,346378
10607,898
10607,398
10607,248
10607,3149
10607,4438
10607,9755
10607,11514
10607,10700
10607,10726
10607,12425
10607,225012
19760,2041
19760,1680
19760,915
19760,5918
19760,9799
19760,5713
19760,9727
19760,12545
19760,14789
19760,41393
19760,156031
19760,161994
19760,167868
19760,189358
19760,210608
19760,254391
19760,272551
19760,293572
9536,6305
9536,4166
9536,4459
9536,255612
11525,6104
11525,2157
11525,4563
11525,1576
11525,9725
11525,9748
11525,12190
11525,14760
11525,15256
11525,18420
11525,156866
11525,176217
11525,251513
4482,2918
4482,4580
4482,128
4482,2335
4482,3190
4482,155870
4482,187056
10634,2231
10634,897
10634,970
10634,4562
10634,3230
10634,5768
10634,8631
10634,11488
10634,10624
10634,10776
10634,12670
10634,14964
755,246
755,797
755,798
755,380
755,3133
755,2492
755,3649
755,4063
755,6593
755,10093
755,15363
755,18072
755,18233
755,41380
755,163795
755,188711
755,211429
755,227811
755,228753
755,230905
755,240165
755,286665
755,319397
11859,2157
11859,818
11859,416
11859,258
11859,3713
11859,4426
11859,1930
11859,1562
11859,6259
11859,470
11859,703
11859,772
11859,1812
11859,3278
11859,4735
11859,4530
11859,5430
11859,9844
11859,9714
11859,10718
11859,10562
11859,10410
11859,10950
11859,12371
11859,13125
11859,14967
11859,15167
11859,15321
11859,18320
11859,33456
11859,156650
11859,156816
11859,176802
11859,181145
11859,188294
28387,6054
28387,3616
28387,3230
28387,8039
28387,34053
28387,171206
48750,90
48750,745
48750,2792
48750,10909
20927,2778
20927,10235
36929,10624
9102,312
9102,10158
9102,15354
9102,340171
27526,697
27526,6440
27526,9748
27526,10614
9623,3012
9623,1417
9623,1936
9623,5153
9623,11038
9623,33519
9623,161216
9623,214780
9623,254459
