movie_id,person_id,cast_order
19664,69777,4
19664,10662,5
19664,51879,6
32331,19728,0
32331,18687,1
32331,1038,2
32331,9994,3
32331,55265,4
32331,78439,6
32331,7571,7
76083,33359,0
76083,82349,1
76083,82316,2
76083,1173173,3
76083,120556,4
76083,39801,5
76083,138220,6
32628,144005,1
32628,29260,2
32628,10525,3
32628,3206470,4
32628,144007,5
32628,29817,6
32628,120701,7
32669,514,0
32669,1037,1
32669,39117,2
32669,289,3
32669,3265,4
32669,2049,5
32669,8351,6
18161,33684,0
18161,82426,1
18161,82428,2
18161,82427,3
18161,44999,4
18161,3371821,6
18161,2054116,7
31681,18391,0
31681,7450,1
33666,8237,0
33666,8229,1
33666,111191,2
33666,1943,3
33666,40209,4
33666,29719,5
33666,111192,6
32274,5587,0
32274,2049,1
32274,3234,2
32274,3036,3
32274,2130,4
32274,4492,5
32274,1956,6
10402,60949,0
10402,4520,1
10402,62842,2
10402,33432,3
10402,18041,4
10402,26009,5
10402,18262,6
497,31,0
497,52,1
497,5149,2
497,61981,3
497,2505,4
497,2169,5
497,6804,6
1715,2219,0
1715,6885,1
1715,3895,2
1715,18792,3
1715,22226,4
1715,13724,5
1715,1907,6
35118,2090,0
35118,707,1
35118,63492,2
35118,7570,3
35118,29685,4
35118,35597,5
35118,133456,6
42739,128598,0
42739,24239,1
42739,5538,2
42739,3063,3
42739,11110,4
42739,42607,5
42739,1406696,6
26162,34754,0
26162,94770,1
26162,13963,2
26162,14290,3
26162,939842,4
26162,138219,5
26162,946334,6
25188,19207,0
25188,1036,1
25188,1229,2
25188,9599,3
25188,9560,4
25188,8258,5
25188,1811,6
15515,91638,0
15515,861,1
15515,10925,2
15515,83315,3
15515,94271,4
15515,43791,5
15515,26673,6
75888,5788,0
75888,528,1
75888,14975,2
75888,35194,3
75888,3243,4
75888,35849,5
75888,30273,6
1439,1038,0
1439,1619,1
1439,39126,2
1439,10993,3
1439,17154,4
1439,9462,5
1439,17155,6
2277,2157,0
2277,6368,1
2277,4783,2
2277,17485,3
2277,23504,4
2277,19957,5
2277,15674,6
10137,521,0
10137,16935,1
10137,41419,2
10137,67778,3
10137,78729,4
10137,9046,5
10137,18324,6
10387,643,0
10387,65277,1
10387,143358,2
10387,109435,3
10387,551531,6
10387,131514,7
10387,1616830,8
49948,67773,0
49948,166002,1
49948,73931,3
49948,15152,4
49948,37221,5
49948,74296,6
49948,14730,8
334,500,0
334,4492,1
334,1233,2
334,1231,3
334,3905,4
334,4764,5
334,4766,6
30237,5469,0
30237,882,1
30237,10881,2
30237,17286,3
30237,42993,4
30237,42998,5
30237,2629,6
50116,1733,0
50116,1229,1
50116,4430,2
50116,2229,3
50116,3926,4
50116,52647,5
50116,70696,6
46435,388,0
46435,78018,1
46435,9191,2
46435,72305,3
46435,5319,4
46435,37052,5
46435,9013,6
94260,1176597,0
94260,46683,1
94260,1176599,2
94260,589137,3
22213,10814,0
22213,2778,1
22213,12139,2
22213,110,3
22213,5950,4
22213,783,5
22213,39113,6
47070,15110,0
47070,10669,1
47070,2958,2
47070,138020,3
47070,14331,4
47070,4175,5
47070,1217289,6
36492,514,0
36492,11850,1
36492,64928,2
36492,13567,3
36492,13299,4
36492,1400215,5
36492,10556,6
624,8949,0
624,2778,1
624,514,2
624,8960,3
624,8961,4
624,1779781,5
624,98204,6
26578,16327,0
26578,2228,1
26578,3798,2
26578,14108,3
26578,112159,4
26578,15413,5
26578,11793,6
415072,124555,0
415072,82677,1
415072,34505,2
415072,32218,3
415072,90333,4
415072,78193,5
415072,121238,6
43103,14729,0
43103,12266,1
43103,97571,2
43103,14372,3
43103,38358,4
43103,5827,5
43103,122908,6
43194,2090,0
43194,12520,1
43194,5401,2
43194,128330,3
43194,544936,4
43194,34679,5
43194,37462,6
9563,1158,0
9563,6941,1
9563,6065,2
9563,4512,3
9563,134,4
9563,36424,5
9563,8654,6
1850,206,0
1850,518,1
1850,7621,2
1850,13242,3
1850,3418,4
1850,238321,6
1850,19468,7
926,12898,0
926,10205,1
926,4566,2
926,4252,3
926,6807,4
926,15028,5
926,15029,6
1213,1892,0
1213,12052,1
1213,9642,2
1213,112,3
1213,1233,4
1213,1709,5
1213,8986,6
10471,9778,0
10471,51944,1
10471,57389,2
10471,56902,3
10471,65132,4
10471,16429,5
10471,59154,6
10400,5292,0
10400,25868,1
10400,13549,2
10400,23626,3
10400,10727,4
10400,6486,5
10400,88161,6
10397,1639,0
10397,18023,1
10397,65030,2
10397,65031,3
10397,65032,4
10397,1381066,5
10397,69465,6
20761,3131,0
20761,57755,1
20761,12139,2
20761,3197,3
20761,140,4
20761,9208,5
20761,15416,6
12524,4173,0
12524,4431,1
12524,1244,2
12524,29528,3
12524,9464,4
12524,2464,5
12524,10132,6
28216,557139,0
28216,557140,1
28216,557141,2
28216,557143,3
28216,2465852,4
28216,2465853,5
28216,2465854,6
36773,228,0
36773,8256,1
36773,12647,2
36773,69791,3
36773,1226313,4
36773,23378,5
36773,2019061,6
30814,26467,0
30814,2283,1
30814,17346,2
30814,27772,3
30814,1233,4
30814,1923,5
30814,58019,6
10219,569,0
10219,16145,1
10219,64710,2
10219,43662,3
10219,10883,4
10219,2201,5
10219,8986,6
3558,1920,0
3558,11701,1
3558,20387,2
3558,328,3
3558,32798,4
3558,7499,5
3558,4175,6
104878,1037305,0
41276,4242516,0
41276,5520093,1
17908,51391,0
17908,2882,1
17908,4724,2
17908,85156,3
17908,18688,4
17908,36422,5
17908,2729773,6
10384,13548,0
10384,9780,1
10384,5694,2
10384,38560,3
10384,56857,4
10384,17346,5
10384,54453,6
125317,28743,0
125317,8547,1
125317,21446,2
125317,2042327,3
125317,3182683,4
125317,2535368,5
125317,4083869,6
48233,33191,0
48233,1059577,2
48233,1968723,5
581335,4024247,0
581335,4024248,1
581335,4024249,2
10236,10400,0
10236,4135,1
10236,18647,2
10236,10475,3
10236,54123,4
10236,22137,5
10236,76382,6
71067,100047,0
71067,29261,1
71067,1302584,2
71067,32139,3
71067,1262680,4
71067,32138,5
71067,1381584,6
632,8252,0
632,7347,1
632,9109,4
632,9110,5
632,9111,6
632,9112,7
632,2497,8
11851,738,0
11851,19728,1
11851,5344,2
11851,5251,3
11851,14103,4
11851,156768,5
11851,3981,6
5924,13565,0
5924,4483,1
5924,15666,2
5924,14062,3
5924,2516,4
5924,49356,5
5924,13263,6
33734,33741,0
33734,4347,1
33734,5729,2
33734,14575,3
33734,1247011,4
33734,567530,5
33734,83237,6
14886,514,0
14886,77483,1
14886,1811,2
14886,10224,3
14886,10556,4
14886,21030,5
14886,42166,6
26617,514,0
26617,8963,1
26617,95788,2
26617,2207,3
26617,8853,4
26617,35090,5
26617,179383,6
11900,70870,0
11900,70871,1
11900,70872,2
11900,70873,3
11900,1578737,4
11900,1578738,5
11900,1578739,6
10493,2227,0
10493,4783,1
10493,1954,2
10493,148899,3
10493,75397,4
10493,1698604,5
10493,117365,6
16241,8487,0
16241,3359,1
16241,2091,2
16241,27932,3
16241,93051,4
16241,26472,5
16241,656,6
27632,5685,0
27632,31545,1
27632,45036,2
27632,84251,3
27632,98485,4
27632,98486,5
27632,47141,6
22160,1229,0
22160,36042,1
22160,4512,2
22160,73234,3
22160,10159,4
22160,12149,5
22160,8656,6
4460,8487,0
4460,30124,1
4460,25787,2
4460,14168,3
4460,2642,4
4460,10925,5
4460,38235,6
9644,2880,0
9644,2231,1
9644,16165,2
9644,13472,3
9644,58277,4
9644,1735,5
9644,1748,6
43455,33741,0
43455,3381,1
43455,115308,2
43455,15666,3
43455,55821,4
43455,15676,5
43455,987050,6
13342,777,0
13342,2228,1
13342,10431,2
13342,16171,3
13342,118946,4
13342,61217,5
13342,4093,6
35119,5064,0
35119,4783,1
35119,199316,2
35119,102603,3
35119,1104101,4
35119,65011,5
35119,113558,6
21256,18364,0
21256,8963,1
21256,33644,2
21256,1405572,3
21256,1210,4
21256,380,5
21256,1405573,6
14919,34947,0
14919,65002,1
14919,7678,2
14919,825,3
14919,2,4
14919,3093,5
14919,102441,6
14040,1269,0
14040,24535,1
14040,13312,2
14040,55567,3
14040,20604,4
14040,29383,5
14040,68750,6
75641,6450,0
75641,18216,1
75641,30123,2
75641,21520,3
75641,18913,4
75641,79866,5
75641,55821,6
17343,44409,0
17343,44423,1
17343,30766,2
17343,101549,3
17343,100732,4
17343,97726,5
17343,100733,6
22692,9088,0
22692,13576,1
22692,14563,2
22692,13816,3
22692,14966,4
22692,4969,5
22692,89107,6
47620,139211,0
47620,139212,1
47620,139213,2
47620,550672,3
47620,3993593,4
47620,3993594,5
47620,42708,6
2990,29369,0
2990,8654,1
2990,2232,2
2990,10134,3
2990,29381,4
2990,12133,5
2990,29382,6
38775,2778,0
38775,103714,1
38775,42574,2
38775,77485,3
38775,117714,4
38775,121364,5
38775,121365,6
10831,660,0
10831,67026,1
10831,20246,2
10831,67027,3
10831,67028,4
10831,230924,5
10831,10511,6
21193,87268,0
21193,77886,1
21193,87269,2
21193,87270,3
21193,1378394,4
21193,1684213,5
21193,1684214,6
33078,47644,0
33078,14324,1
33078,107241,2
33078,10746,3
33078,1220356,4
33078,10262,5
33078,215811,6
16672,25466,0
16672,94188,1
16672,555339,2
16672,96804,3
10472,33260,0
10472,12041,1
10472,11826,2
10472,52647,3
10472,6212,4
10472,18976,5
10472,5916,6
123277,1931131,0
123277,1249059,1
123277,1020701,2
123277,1020702,3
123277,1388212,4
123277,155474,5
123277,57124,6
79474,16948,0
79474,43337,1
79474,19819,2
79474,1061544,3
79474,1061545,4
79474,589004,5
79474,3808,6
97805,68185,0
97805,11867,1
97805,164397,2
97805,164149,3
97805,46397,4
97805,175834,5
97805,78320,6
53714,3380,0
53714,10608,1
53714,66884,2
53714,33547,3
53714,107432,4
53714,93164,5
53714,148743,6
21489,10127,0
21489,12150,1
21489,40954,2
21489,1225428,3
21489,937,4
21489,82549,5
21489,9927,6
51392,1181142,1
51392,144049,2
51392,144048,4
51392,144050,5
51392,144051,6
51392,1387277,7
51392,1285055,8
32600,99377,1
32600,14488,2
32600,144011,3
32600,144012,4
32600,14921,5
32600,29267,6
32600,30210,7
110479,47754,0
110479,29791,1
110479,13919,2
110479,10599,3
110479,79641,4
110479,39025,5
110479,91722,6
299121,3845312,0
299121,3845315,1
299121,3845316,2
299121,3845317,3
299121,1546050,4
299121,1224641,5
299121,16097,6
13005,1532,0
13005,1039,1
13005,9257,2
13005,9807,3
13005,1107,4
13005,8977,5
13005,111383,6
65134,44261,0
65134,1204882,1
65134,25129,2
65134,1453024,3
65134,14671,4
65134,1239874,5
65134,115086,6
18681,3061,0
18681,15852,1
18681,29459,2
18681,108988,3
18681,35341,4
18681,19143,5
18681,1673040,6
75531,73931,0
75531,78729,1
75531,8893,2
75531,11076,3
75531,8930,4
75531,14101,5
75531,2956,6
20468,24264,0
20468,33533,1
20468,1980,2
20468,10825,3
20468,42133,4
20468,28238,5
20468,83349,6
14521,116289,0
14521,116291,2
14521,1189229,3
14521,1189230,4
14521,116292,5
14521,77766,6
46835,224507,0
46835,76961,1
46835,11975,2
46835,1240381,3
46835,974739,4
46835,36638,5
46835,940958,6
10406,1328,0
10406,18269,1
10406,64998,2
10406,64999,3
10406,17346,4
10406,55557,5
10406,64715,6
14741,3037,0
14741,19131,1
14741,77224,2
14741,41243,3
14741,77225,4
14741,77226,5
14741,77227,6
32015,108773,0
32015,1349308,1
32015,1293290,4
32015,2168,5
32015,3378355,6
32015,3378356,7
32015,3378358,8
1883,5292,0
1883,9780,1
1883,8354,2
1883,19739,3
1883,18792,4
1883,4604,6
1883,19740,7
2005,2395,0
2005,10978,1
2005,11074,2
2005,20623,3
2005,20624,4
2005,1037,5
2005,5502,6
6279,2395,0
6279,11074,1
6279,4244,2
6279,33613,3
6279,10978,4
6279,2549,5
6279,20624,6
11087,18750,0
11087,28412,1
11087,42206,2
11087,8874,3
11087,84613,4
11087,1231,5
11087,11077,6
7305,52419,0
7305,7039,1
7305,569,2
7305,147119,3
7305,52420,4
7305,52418,5
7305,54711,6
24735,6352,0
24735,39117,1
24735,10774,2
24735,38691,3
24735,92461,4
24735,92463,5
24735,1600350,6
9475,1158,0
9475,5577,1
9475,8986,2
9475,5503,3
9475,1233,4
9475,88748,5
9475,11367,6
8872,12073,0
8872,56159,1
8872,2879,2
8872,13445,3
8872,6684,4
8872,56933,5
8872,58198,6
8873,12073,0
8873,56159,1
8873,4690,2
8873,13445,3
8873,58198,4
8873,20904,5
8873,37438,6
11287,31,0
11287,16935,1
11287,15309,2
11287,3125,3
11287,12929,4
11287,53570,5
11287,8189,6
9869,3,0
9869,10427,1
9869,2155,2
9869,48,3
9869,29459,4
9869,6416,5
9869,1292,6
619,1269,0
619,8851,1
619,7042,2
619,8854,3
619,8853,4
619,941,5
619,8852,6
9374,5064,0
9374,18892,1
9374,62,2
9374,6588,3
9374,51755,4
9374,68528,5
9374,11871,6
11259,500,0
11259,2227,1
11259,13638,2
11259,10360,3
11259,15746,4
11259,4973,5
11259,1231390,6
8293,7056,0
8293,1283,1
8293,4173,2
8293,54447,3
8293,13333,4
8293,54445,5
8293,55643,6
11068,2233,0
11068,55152,1
11068,26467,2
11068,2876,3
11068,68109,4
11068,108717,5
11068,8984,6
1923,6726,0
1923,6719,1
1923,6714,2
1923,6715,3
1923,15796,4
1923,7487,5
1923,9323,6
10158,57755,0
10158,10814,1
10158,4810,2
10158,9782,3
10158,56040,4
10158,1315404,5
10158,66554,6
10206,56128,0
10206,55636,1
10206,5129,2
10206,585,3
10206,8395,4
10206,448,5
10206,77012,6
11782,1619,0
11782,1337,1
11782,70590,2
11782,70591,3
11782,229303,4
11782,66717,5
11782,1135238,6
10086,47820,0
10086,63242,3
10086,1117728,4
10086,358432,5
10086,63243,6
10086,63248,7
10086,63262,8
9367,20498,0
9367,57469,1
9367,57470,2
9367,57471,3
9367,1192733,4
9367,1192734,5
9367,2153289,6
9876,16483,0
9876,59956,1
9876,10080,2
9876,16407,3
9876,4790,4
9876,2886,5
9876,73586,6
10326,2461,0
10326,8944,1
10326,109,2
10326,64826,3
10326,66606,4
10326,3977,5
10326,82433,6
16562,61962,0
16562,20005,1
16562,4002,2
16562,12646,3
16562,23974,4
16562,76105,5
16562,1074188,6
9609,6949,0
9609,33,1
9609,4093,2
9609,1953,3
9609,6681,4
9609,8659,5
9609,18262,6
12143,1037,0
12143,1115016,1
12143,1115017,2
12143,46397,3
12143,209069,4
12143,1115018,5
12143,2561,6
4234,15234,0
4234,9206,1
4234,14405,2
4234,18352,3
4234,35595,4
4234,2714,5
4234,35598,6
9605,2233,0
9605,10431,1
9605,6106,2
9605,54246,3
9605,537,4
9605,11794,5
9605,164938,6
8374,5293,0
8374,54789,1
8374,4886,2
8374,54790,3
8374,9188,4
8374,54791,5
8374,54792,6
29076,3896,0
29076,17485,1
29076,18277,2
29076,10963,3
29076,31028,4
29076,56979,5
29076,12644,6
80471,19909,0
80471,962,1
80471,589542,2
80471,942100,3
80471,72673,4
80471,257448,5
80471,2822787,6
49477,2774433,0
49477,1246290,1
49477,2113296,2
49477,2979042,3
49477,98384,4
49477,1977260,5
49477,2979040,6
121940,1075385,0
121940,9211,1
121940,41737,2
121940,1818,3
121940,18687,4
121940,2051,5
121940,57197,6
28156,80253,0
28156,99888,1
28156,12498,2
28156,15659,3
28156,99890,4
28156,15993,5
28156,16978,6
113096,1303267,0
106837,11278,0
106837,978,1
106837,6199,2
106837,10729,3
106837,13363,4
106837,1229068,5
106837,87097,6
24349,4800,0
24349,5950,1
24349,3014,2
24349,2758,3
24349,146710,4
24349,11146,5
24349,148545,6
27841,862,0
27841,109410,1
27841,64929,2
27841,1225450,3
27841,99825,4
27841,41689,5
27841,77226,6
1907,6193,0
1907,19163,1
1907,19866,2
1907,3063,3
1907,19867,4
1907,19868,5
1907,19869,6
15489,4451,0
15489,70852,1
15489,62760,2
15489,1534,3
15489,54812,4
15489,5376,5
15489,59192,6
15655,12077,0
15655,90453,1
15655,77482,2
15655,5247,3
15655,19540,4
15655,77546,5
15655,60739,6
68546,21245,0
68546,195399,1
68546,42627,2
68546,58079,3
68546,1290218,4
68546,1290219,5
68546,1217907,6
36210,146106,0
36210,146107,1
36210,146108,2
36210,146109,3
36210,150157,4
36210,553819,5
36210,553820,6
279444,1335919,0
279444,1175530,1
279444,557591,2
279444,3122,3
279444,29368,4
279444,65552,5
279444,65744,6
77908,40276,0
77908,49276,1
77908,119884,2
77908,144375,3
77908,582889,4
77908,582892,5
77908,98889,6
22342,35320,0
22342,88617,1
22342,41755,2
22342,3090,3
22342,4078,4
22342,12313,5
22342,29363,6
96484,3063,0
96484,171733,1
96484,91431,2
96484,8963,3
96484,1198984,4
96484,3173887,5
96484,3173888,6
30062,9112,0
30062,3754,1
30062,19109,2
30062,27798,3
30062,97561,4
30062,38761,5
30062,5139,6
62463,235361,0
62463,1373457,1
62463,235362,2
62463,29699,3
62463,107729,4
62463,1780597,5
62463,1780599,6
25934,16897,0
25934,134234,1
25934,41234,2
25934,93476,3
25934,1220662,4
25934,106995,5
25934,123209,6
101383,1027222,0
101383,1027226,1
14181,1771,0
14181,12835,1
14181,9781,2
14181,18070,3
14181,1894,4
14181,12122,5
14181,6213,6
10385,5344,0
10385,3092,1
10385,14406,2
10385,6837,3
10385,55257,4
10385,10135,5
10385,177131,6
2787,12835,0
2787,8329,1
2787,6614,2
2787,28099,3
2787,26054,4
2787,65827,5
2787,28098,6
2069,14408,0
2069,62,1
2069,57395,2
2069,2956,3
2069,61981,4
2069,2165,5
2069,7166,6
61416,10729,0
61416,138413,1
61416,29796,2
61416,93848,3
61416,138415,4
61416,32357,5
61416,89798,6
14839,9309,0
14839,1037,1
14839,5050,2
14839,42157,3
14839,69026,4
14839,2563,5
14839,127735,6
42186,8516,0
42186,81798,1
42186,29036,2
42186,31209,3
42186,89253,4
42186,103937,5
42186,6815,6
28978,13848,0
28978,13855,1
28978,147962,2
28978,147963,3
28978,120701,4
28978,14438,5
28978,30194,6
901,13848,0
901,13852,1
901,2913936,2
901,13854,3
901,13855,4
901,13856,5
901,21306,6
25010,2876,0
25010,1210,1
25010,108729,2
25010,79007,3
25010,16554,4
25010,41232,5
25010,62042,6
36208,13848,0
36208,148063,1
36208,1385235,2
36208,21306,3
36208,14438,4
36208,1551633,5
36208,4738024,6
10098,13848,0
10098,19426,1
10098,63378,2
10098,21301,3
10098,21306,4
10098,63380,5
10098,63381,6
18264,854,0
18264,11128,1
18264,8841,2
18264,10023,3
18264,109846,4
18264,74874,5
18264,35849,6
291861,41214,0
291861,31169,1
291861,40242,2
291861,163615,3
291861,160959,4
291861,64458,5
291861,1362807,6
33374,26283,0
33374,162139,1
33374,35109,2
33374,52304,3
33374,1209640,4
33374,4250,5
33374,22860,6
43368,2090,0
43368,83622,1
43368,4356,2
43368,30512,3
43368,78793,4
43368,35322,5
43368,19400,6
127602,14261,0
127602,77675,1
127602,4355,2
127602,41998,3
127602,939642,4
127602,935335,5
127602,1065822,6
2155,880,0
2155,6885,1
2155,33,2
2155,1117,3
2155,15864,4
2155,11160,5
2155,10825,6
11004,3392,0
11004,2219,1
11004,3910,2
11004,3223,3
11004,3897,4
11004,9626,5
11004,3058923,6
25212,7166,0
25212,16327,1
25212,33613,2
25212,16921,3
25212,1328,4
25212,93344,5
25212,91030,6
36048,1216876,0
36048,19889,1
36048,36190,2
36048,203731,3
36048,49834,5
36048,29803,6
36048,199,7
139,1184,0
139,1562,1
139,1563,2
139,1564,3
139,1565,4
139,1566,5
139,4458,6
210307,21200,0
210307,180609,1
210307,20283,2
210307,211,3
210307,106434,4
210307,1216139,5
210307,188377,6
47816,55637,0
47816,10824,1
47816,62066,2
47816,108542,3
47816,44822,4
47816,552139,5
47816,58563,6
20682,18324,0
20682,3136,1
20682,109,2
20682,4785,3
20682,212,4
20682,207,5
20682,18270,6
25166,518,0
25166,73931,1
25166,9206,2
25166,8944,3
25166,1893,4
25166,886,5
25166,55174,6
1831,3125,0
1831,4757,1
1831,4589,2
1831,230294,3
1831,14792,4
1831,19307,5
1831,15829,6
10416,52865,0
10416,516,1
10416,1230,2
10416,17141,3
10416,2282,4
10416,20750,5
10416,108098,6
14271,77763,0
14271,33016,1
14271,79027,3
14271,1104,4
14271,1528514,5
14271,567264,7
14271,102210,8
4816,2178,0
4816,28002,1
4816,19183,2
4816,39598,3
4816,4255,4
4816,39596,5
4816,14731,6
19958,1284,0
19958,85350,1
19958,77335,2
19958,85351,3
19958,75710,4
19958,85352,5
19958,85353,6
28569,2769,0
28569,6449,1
28569,3798,2
28569,83566,3
28569,123012,4
28569,79731,5
28569,123013,6
2193,22489,0
2193,22490,1
2193,34597,2
2193,22493,3
2193,22492,4
2193,22494,5
2193,1064,6
64871,106830,0
54575,42572,0
54575,13326,1
54575,87513,2
54575,51881,3
54575,105733,4
54575,91282,5
54575,88906,6
11016,4110,0
11016,13566,1
11016,7570,2
11016,18646,3
11016,17753,4
11016,86003,5
11016,85943,6
23020,34119,0
23020,52176,1
23020,39162,2
23020,99126,3
23020,100347,4
23020,100348,5
23020,100349,6
54195,2218577,0
54195,28235,1
54195,202198,2
54195,2218218,3
54195,1398531,4
54195,2218223,5
54195,121192,6
139058,936,0
139058,88614,2
139058,19463,3
139058,39741,4
139058,132877,5
139058,19995,6
139058,14818,7
20423,7852,0
20423,106838,1
20423,106839,2
20423,106840,3
20423,106841,4
20423,106842,5
20423,3826842,6
10839,5563,0
10839,12150,1
10839,2091,2
10839,2076,3
10839,9927,4
10839,20016,5
10839,37346,6
36489,1547,0
36489,100796,1
36489,115446,3
36489,131479,4
36489,291778,5
36489,103080,6
36489,100350,7
24481,85651,0
24481,85895,1
24481,8252,2
24481,5792,3
24481,1274075,4
24481,91653,5
24481,91654,6
11296,8654,0
11296,2963,1
11296,68897,2
11296,68898,3
11296,16215,4
11296,9257,5
11296,42168,6
61651,28412,0
61651,147119,1
61651,8924,2
61651,58141,3
61651,140198,4
61651,1129478,5
61651,10488,6
28172,99947,0
28172,99948,1
28172,99949,2
28172,99950,3
28172,99951,4
28172,99952,5
28172,99953,6
57855,37885,1
57855,227056,2
57855,227057,4
57855,106830,5
28180,99963,0
28180,99978,1
28180,99982,2
28180,1765375,3
28180,99955,4
28180,99951,5
28180,2350473,6
14280,1270,0
14280,127533,1
14280,127534,2
14280,126564,3
14280,6197,4
72086,2201,0
72086,12726,1
72086,11916,2
72086,3855,3
72086,74689,4
72086,53815,5
72086,1777482,6
149687,97182,0
149687,95313,1
149687,110135,2
149687,21510,3
149687,17660,4
149687,17759,5
149687,78193,6
29478,16897,0
29478,103939,1
29478,15532,2
29478,103940,3
29478,95224,4
29478,5247,5
29478,20959,6
28177,99949,0
28177,99947,1
28177,99966,2
28177,99968,3
28177,99973,4
28177,99955,5
28177,99974,6
64166,12132,0
64166,2144,1
64166,11826,2
64166,21675,3
64166,18472,4
64166,1370,5
64166,14833,6
73642,10985,0
73642,2468,1
73642,174745,2
73642,17026,3
73642,3071,4
73642,83278,5
73642,585008,6
2067,33,0
2067,504,1
2067,1896,2
2067,935,3
2067,3035,4
2067,12978,5
2067,21213,6
622,85,0
622,8924,1
622,5313,2
622,8925,3
622,8926,4
622,8927,5
622,180976,7
110666,1050238,1
110666,1050239,3
110666,1050240,4
110666,110589,5
28463,50,0
28463,19161,1
28463,82795,2
28463,71871,3
28463,86957,4
28463,82513,5
28463,1380204,6
12186,13,0
12186,5064,1
12186,9626,2
12186,30123,3
12186,20628,4
12186,19151,5
12186,60136,6
20283,27770,0
20283,6065,1
20283,11511,2
20283,17183,3
20283,1216876,4
20283,15900,5
20283,91460,6
5693,193,0
5693,10767,1
5693,2778,2
5693,4080,3
5693,44850,4
5693,10486,5
5693,3217,6
287,1269,0
287,4038,1
287,504,2
287,4039,3
287,4040,4
287,4041,5
287,4042,6
968,1158,0
968,3096,1
968,1466,2
968,14541,3
968,14542,4
968,14544,5
968,14545,6
838,3037,0
838,12406,2
838,1270,3
838,8434,4
838,12407,5
838,12408,6
838,12409,7
16958,3088,0
16958,4343,1
16958,10024,2
16958,13296,3
16958,6577,4
16958,53010,5
16958,3140,6
3114,4165,0
3114,30551,1
3114,7303,2
3114,4303,3
3114,2769,4
3114,4119,5
3114,30552,6
31938,8252,0
31938,19153,1
31938,3337,2
31938,15668,3
31938,78690,4
31938,4307,5
31938,47549,6
12501,8487,0
12501,14500,1
12501,14701,2
12501,10017,3
12501,2753,4
12501,30527,5
12501,30304,6
22650,11544,0
22650,15135,1
22650,40976,2
22650,32100,3
22650,39471,4
22650,39098,5
22650,24540,6
31618,26513,0
31618,13022,1
31618,11512,2
31618,78934,3
31618,4251,4
31618,15854,5
31618,12645,6
42232,141,0
42232,780,1
42232,4778,2
42232,42003,3
42232,46100,4
42232,937883,5
42232,1811,6
15873,18364,0
15873,14060,1
15873,856,2
15873,18647,3
15873,5249,4
15873,2567,5
15873,23694,6
26928,16897,0
26928,33162,1
26928,15532,2
26928,44728,3
26928,70425,4
26928,83436,5
26928,1098535,6
68427,551900,0
68427,551901,1
68427,1421260,2
68427,1092666,3
68427,1790088,4
68427,1287307,5
68427,143438,6
25392,78793,0
25392,89525,1
25392,14978,2
25392,93696,3
25392,93698,4
25392,191823,5
25392,975597,6
67455,30774,0
67455,34595,1
67455,94938,2
67455,94942,3
67455,24379,4
67455,102848,5
67455,3403105,6
22178,41755,0
22178,4302,1
22178,88460,2
22178,30234,3
22178,88462,4
22178,78791,5
22178,88461,6
48213,6949,0
48213,12647,1
48213,3757,2
48213,32645,3
48213,32422,4
48213,1086,5
48213,23721,6
35412,8487,0
35412,25787,1
35412,30181,2
35412,7301,3
35412,19878,4
35412,9923,5
35412,42841,6
43463,14502,0
43463,120712,1
43463,38232,2
43463,30114,3
43463,130408,4
43463,13977,5
43463,95274,6
59939,230100,0
59939,230101,1
59939,142293,2
59939,230102,3
59939,1489,4
59939,226046,5
59939,115432,6
159727,98568,0
159727,975135,1
159727,47668,2
159727,106991,3
159727,2051813,5
159727,955167,6
159727,940100,7
244151,98568,0
244151,975135,1
244151,990435,2
244151,30769,3
244151,990436,4
244151,1015323,5
244151,1175222,6
8333,6837,0
8333,8606,1
8333,1936,2
8333,1210,3
8333,53285,4
8333,14542,5
8333,14835,6
19259,31,0
19259,7180,1
19259,12931,2
19259,29712,3
19259,16183,4
19259,95741,5
19259,157456,6
820,1269,0
820,2176,1
820,64,2
820,4724,3
820,12132,4
820,3151,5
820,12133,6
11718,7180,0
11718,4004,1
11718,8873,2
11718,29712,3
11718,12852,4
11718,2138,5
11718,113906,6
8989,12074,0
8989,4778,1
8989,18156,2
8989,20277,3
8989,56509,4
8989,56510,5
8989,588,6
32031,140777,0
32031,1065,1
32031,77941,2
32031,2717,3
32031,8258,4
32031,2454,5
32031,18914,6
58048,2228,0
58048,3125,1
58048,652,2
58048,10983,3
58048,2249,4
58048,26667,5
58048,93737,6
26827,3125,0
26827,2171,1
26827,1794,2
26827,13728,3
26827,11859,4
26827,16181,5
26827,33662,6
11157,5064,0
11157,46393,1
11157,42157,2
11157,12516,3
11157,19335,4
11157,16667,5
11157,78398,6
28370,100591,0
28370,16171,1
28370,4885,2
28370,29792,3
28370,100592,4
28370,1794,5
28370,1341637,6
918,326,0
918,62,1
918,14101,2
918,10775,3
918,14102,4
918,14103,5
918,14104,6
61178,1229,0
61178,326,1
61178,9626,2
61178,54122,3
61178,21104,4
61178,26042,5
61178,78789,6
11176,7908,1
11176,68455,2
11176,68456,3
11176,64181,4
11176,1466,5
11176,6168,6
11176,101879,7
14900,7908,1
14900,64181,2
14900,68455,3
14900,68456,4
14900,64180,5
14900,28164,6
14900,10168,7
11899,7908,1
11899,64181,2
11899,64180,3
11899,68456,4
11899,68455,5
