movie_id,person_id,cast_order
59387,78798,5
59387,81667,6
26290,58016,0
26290,1812,1
26290,95023,2
26290,38877,4
26290,39679,5
26290,78018,6
26290,2964,7
17043,559670,0
17043,559671,1
17043,45586,2
17043,1371,3
17043,75122,4
17043,144081,5
17043,936397,6
6278,3894,0
6278,10297,1
6278,10695,2
6278,17276,3
6278,2957,4
6278,56137,5
6278,62498,6
4147,31,0
4147,3636,1
4147,9642,2
4147,78198,3
4147,8784,4
4147,2283,5
4147,10431,6
16664,96472,0
16664,96473,1
16664,84028,2
16664,9707,3
16664,45999,4
16664,96477,5
16664,20345,6
14651,4273,0
14651,2245,1
14651,28641,2
14651,49168,3
14651,78479,4
14651,20056,5
14651,21347,6
96238,4175,0
96238,20362,1
96238,1910,2
96238,1103,3
96238,4888,4
96238,21731,5
96238,2275,6
15096,2776,0
15096,106017,1
15096,89691,2
15096,82747,3
15096,82748,4
15096,3345,5
15096,151536,6
19731,68445,1
19731,132710,2
19731,132711,3
19731,22250,4
19731,107308,5
19731,75355,6
19731,16168,7
20324,7640,0
20324,85934,1
20324,45465,2
20324,45466,3
20324,38998,4
20324,11127,5
20324,47395,6
49370,8891,0
49370,8944,1
49370,49422,2
49370,21619,3
49370,35159,4
49370,1514903,5
49370,109579,6
14902,10775,0
14902,79247,1
14902,18328,2
14902,10401,3
14902,1480276,4
14902,53085,5
14902,1752517,6
42254,39006,1
42254,6251,2
42254,32552,3
42254,40974,4
42254,23668,5
42254,1175731,6
42254,21997,7
1842,1191409,0
1842,1119334,1
1842,1191410,2
1842,1191411,3
1842,1191412,4
1842,2322265,5
1842,2593294,6
2721,2565,0
2721,18847,1
2721,1352,2
2721,20030,3
2721,17028,4
2721,27440,5
2721,24422,6
11442,8944,0
11442,69614,1
11442,6485,2
11442,69616,3
11442,51798,4
11442,21403,5
11442,77897,6
1364,3627,0
1364,16441,1
1364,3623,2
1364,16442,3
1364,16443,4
1364,16444,5
1364,16445,6
8869,15234,0
8869,56152,1
8869,12975,2
8869,1245,3
8869,1539,4
8869,55547,5
8869,67850,6
8665,3,0
8665,3896,1
8665,133,2
8665,14324,3
8665,940,4
8665,20425,5
8665,27659,6
10996,521,0
10996,16935,1
10996,41419,2
10996,67778,3
10996,122552,4
10996,122553,5
10996,78729,6
818,12073,0
818,14386,1
818,13922,2
818,13919,3
818,9208,4
818,13924,5
818,10987,6
18357,9640,0
18357,5727,1
18357,82987,2
18357,16433,3
18357,18,4
18357,18271,5
18357,24362,6
45861,131514,0
45861,12676,1
45861,134038,2
45861,150153,3
45861,143358,4
45861,150158,5
45861,1751003,6
39141,11022,0
39141,10205,1
39141,27772,2
39141,10739,3
39141,1218240,4
39141,61607,5
39141,1005,6
33152,2224,0
33152,12898,1
33152,62010,2
33152,3037,3
33152,9188,4
33152,78589,5
33152,229,6
149445,827,0
149445,3085,1
149445,3092,2
149445,3895,3
149445,1466,4
149445,21818,5
149445,3014,6
10309,48187,0
10309,2729,1
10309,3734,2
10309,10625,3
10309,2742,4
10309,9927,5
10309,2732,6
6404,14277,0
6404,6553,1
6404,2310,2
6404,49506,4
6404,49507,6
6404,49516,7
6404,538228,8
19133,46946,0
19133,8893,1
19133,41269,2
19133,9807,3
19133,13726,4
19133,19889,5
19133,12515,6
43199,10922,0
43199,5729,1
43199,6577,2
43199,24321,3
43199,80574,4
43199,179313,5
43199,82676,6
43915,21462,0
43915,106179,1
43915,51881,2
43915,29859,3
43915,129842,4
43915,23910,5
43915,247622,6
24130,5563,0
24130,5248,1
24130,91196,2
24130,86368,3
24130,88460,4
24130,91197,5
24130,91198,6
43445,566338,0
43445,566339,1
43445,566340,2
43445,566341,3
43445,1531335,4
43445,1531336,5
43445,1531337,6
36645,41779,0
36645,28641,1
36645,21605,2
36645,19463,3
36645,25536,4
36645,20128,5
36645,40529,6
5155,42407,0
5155,18340,1
5155,42408,2
5155,42409,3
5155,32676,4
5155,42410,5
5155,42411,6
23728,5563,0
23728,5248,1
23728,91253,2
23728,30125,3
23728,91254,4
23728,91255,5
23728,91256,6
3780,7450,0
3780,33764,1
3780,70626,2
3780,131203,3
3780,213483,4
3780,34374,5
3780,96800,6
10786,738,0
10786,1932,1
10786,8606,2
10786,194,3
10786,51812,4
10786,656,5
10786,66786,6
8764,5576,0
8764,55907,1
8764,5,2
8764,55037,3
8764,34720,4
8764,2268,5
8764,55908,6
13908,56159,0
13908,1213786,1
13908,18285,2
13908,14833,3
13908,9274,4
13908,139759,5
13908,3202,6
2675,2461,0
2675,73421,1
2675,28042,2
2675,17140,3
2675,1956,4
2675,23627,6
2675,28043,7
12308,65571,0
12308,105685,1
12308,34027,2
12308,72054,3
12308,76339,4
12308,27274,5
12308,72050,6
9488,57674,0
9488,57675,1
9488,3131,2
9488,17832,3
9488,884,4
9488,11160,6
9488,11159,7
9962,4491,0
9962,11664,1
9962,131,2
9962,3911,3
9962,1462,4
9962,4764,5
9962,44830,6
9573,190,0
9573,8447,1
9573,5657,2
9573,57991,3
9573,57992,4
9573,55259,5
9573,21043,6
7451,12835,0
7451,18514,1
7451,20982,2
7451,2231,3
7451,53347,4
7451,2341,5
7451,39849,6
2750,4581,0
2750,14887,1
2750,16702,2
2750,1120,3
2750,1834,4
2750,1333,5
2750,42604,6
30586,54422,0
30586,107129,2
30586,1192716,3
30586,3880212,5
30586,3004777,6
30586,3880227,7
30586,3880236,8
61112,22226,0
61112,4529,1
61112,71530,2
61112,35077,3
61112,5444,4
61112,64549,5
61112,10825,6
92384,64856,0
92384,32646,1
92384,144375,2
92384,1212639,3
92384,77072,4
92384,51750,5
92384,2335611,6
43772,1364061,0
43772,1364062,1
43772,1890630,2
43772,1890631,3
43772,1890632,4
20337,78029,0
27062,96862,0
27062,20654,1
27062,74023,2
27062,1362651,3
27062,1362654,4
27062,551714,5
27062,1362652,6
34070,111784,0
34070,111785,1
34070,111786,2
34070,111787,3
34070,111788,4
34070,111789,5
34070,111790,6
6173,1925,0
6173,19117,1
6173,45152,2
6173,48405,3
6173,48406,4
6173,24378,5
6173,6552,6
10305,17882,0
10305,32089,1
10305,54327,2
10305,654,3
10305,20081,4
10305,32092,5
10305,20669,6
42337,34581,0
42337,127889,1
42337,15395,2
42337,7280,3
42337,18779,4
42337,136761,5
42337,24485,6
18694,21457,0
18694,21277,1
18694,83824,2
18694,83825,3
18694,76980,4
18694,68812,5
18694,83826,6
74578,1973,0
74578,1356,1
74578,48576,2
74578,66838,3
74578,1653,4
74578,2414,5
74578,115686,6
10081,26485,0
10081,20959,1
10081,13312,2
10081,63046,3
10081,2248,4
10081,11673,5
10081,65344,6
11484,3085,0
11484,11783,1
11484,10342,2
11484,41269,3
11484,6561,4
11484,33849,5
11484,103959,6
11692,776,0
11692,1811,1
11692,5916,2
11692,532,3
11692,12217,4
11692,40481,5
11692,8986,6
9266,7517,0
9266,56045,1
9266,17647,2
9266,57088,3
9266,21027,4
9266,57089,5
9266,1520267,6
3640,678,0
3640,33509,1
3640,2166,2
3640,11951,3
3640,4533,4
3640,23937,5
3640,33510,6
8653,69699,0
8653,69698,1
8653,141873,2
8653,231508,3
8653,64453,4
8653,80459,5
8653,1923493,6
30072,12052,0
30072,6383,1
30072,18325,2
30072,49971,3
30072,17286,4
30072,47590,5
30072,10881,6
9357,2157,0
9357,935,1
9357,15424,2
9357,21163,3
9357,18662,4
9357,9048,5
9357,12538,6
12771,14408,0
12771,13918,1
12771,47774,2
12771,11357,3
12771,5726,4
12771,9273,5
12771,53256,6
9296,1158,0
9296,35198,1
9296,2229,2
9296,38940,3
9296,12217,4
9296,1920,5
9296,17881,6
15070,10814,0
15070,10182,1
15070,2314,2
15070,12132,3
15070,288,4
15070,15853,5
15070,26473,6
26942,18461,1
26942,1910,2
26942,19505,3
26942,49728,4
26942,31171,5
26942,23967,6
26942,98950,7
206042,6726,0
206042,4443,1
206042,74036,2
206042,38666,3
206042,88124,4
206042,94547,5
206042,156761,6
26895,96558,0
26895,96559,1
26895,58675,2
26895,96560,3
26895,96561,4
26895,120351,5
26895,87873,6
60608,11989,0
60608,48576,1
60608,59826,2
60608,20577,3
60608,235613,4
60608,7693,5
60608,5418,6
97447,765,0
97447,1059547,1
97447,51499,2
97447,1159590,3
97447,1159591,4
97447,1159592,5
97447,1159593,6
11243,1937,0
11243,61185,1
11243,52697,2
11243,68727,3
11243,68728,4
11243,68729,5
11243,68730,6
19975,85367,0
19975,44163,1
19975,34985,2
19975,74951,3
19975,85368,4
19975,68727,5
19975,85366,6
10323,64825,0
10323,26256,1
10323,16523,2
10323,10978,3
10323,9871,4
10323,29545,5
10323,12522,6
9595,6952,0
9595,2130,1
9595,3124,2
9595,2177,3
9595,14721,4
9595,69718,5
9595,4041,6
28319,38764,0
28319,32828,1
28319,100408,2
28319,9768,3
28319,100410,4
28319,100409,5
28319,100411,6
46878,3895,0
46878,9594,1
46878,12149,2
46878,28906,3
46878,8725,4
46878,8258,5
46878,30123,6
24750,56890,0
24750,2076,1
24750,2453,2
24750,6354,3
24750,12854,4
24750,196288,5
24750,38160,6
31393,8516,0
31393,116845,1
31393,104412,2
31393,103778,3
31393,100796,4
31393,151511,5
31393,133569,6
24038,75020,0
24038,101871,1
24038,18365,2
24038,79740,3
24038,1051939,4
24038,68850,5
24038,16180,6
79783,5698,0
79783,2233,1
79783,13550,2
79783,7868,3
79783,6804,4
79783,7668,5
79783,106461,6
9941,1733,0
9941,73931,1
9941,3037,2
9941,22865,3
9941,60698,4
9941,7430,5
9941,88519,6
18639,21457,0
18639,22090,1
18639,44998,2
18639,31876,3
18639,53010,4
18639,24827,5
18639,12158,6
39833,93105,0
39833,48958,1
39833,21457,2
39833,29363,3
39833,15699,4
39833,9112,5
39833,68642,6
32858,1547,0
32858,13026,1
32858,2907,2
32858,104711,3
32858,82383,4
32858,19329,5
32858,111585,6
3127,5,0
3127,30704,1
3127,9877,2
3127,30705,3
3127,12816,4
3127,30706,5
3127,30707,6
10859,3037,0
10859,2880,1
10859,289,2
10859,18992,3
10859,29774,4
10859,2178,5
10859,87119,6
32825,21457,0
32825,3382,1
32825,4514,2
32825,26142,3
32825,40598,4
32825,14502,5
32825,246,6
10725,3926,0
10725,6200,1
10725,587,2
10725,66804,3
10725,119232,4
10725,14835,5
10725,106769,6
9544,10822,0
9544,11317,1
9544,9029,2
9544,1646,3
9544,57897,4
9544,27993,5
9544,31431,6
23967,15555,0
23967,69855,1
23967,42626,2
23967,24305,3
23967,36637,4
23967,10135,5
23967,42374,6
57351,62817,0
57351,225968,1
57351,177205,2
57351,165275,3
57351,33014,4
57351,266618,5
57351,106911,6
26165,98357,0
26165,91541,1
26165,125486,2
26165,15139,3
26165,942471,4
26165,1007522,5
26165,101401,6
31514,117802,0
31514,117803,1
31514,117804,2
31514,117805,3
31514,117806,4
31514,117807,5
31514,1320315,6
13571,3036,0
13571,13548,1
13571,20769,2
13571,25503,3
13571,12149,4
13571,58414,5
13571,6541,6
26056,8691,0
26056,1003386,1
26056,65928,2
26056,68763,3
26056,69128,4
26056,88550,5
26056,7164,6
13536,380,0
13536,3910,1
13536,17051,2
13536,13446,3
13536,4520,4
13536,5699,5
13536,56675,6
20616,17772,0
20616,21711,1
20616,50346,2
20616,20879,3
20616,50095,4
20616,50117,5
20616,6486,6
96218,1008376,0
96218,1276,1
96218,6200,2
96218,78439,3
96218,76961,4
96218,55496,5
96218,2176121,6
79319,14502,1
79319,201798,2
79319,1216137,3
79319,1104673,4
79319,931758,5
79319,108890,6
79319,55908,7
16806,2232,0
16806,80868,1
16806,21619,2
16806,21151,3
16806,1039,4
16806,2171,5
16806,59962,6
15516,101582,0
15516,101583,1
15516,101575,2
15516,101584,4
15516,101585,5
15516,32997,6
15516,101586,7
9299,24976,0
9299,1602,1
9299,17093,2
9299,30357,3
9299,37842,4
9299,1136757,5
9299,1385897,6
113369,1282853,0
113369,1023520,1
10611,9778,0
10611,18471,1
10611,5726,2
10611,11868,3
10611,230176,4
10611,31711,5
10611,8177,6
12770,11662,0
12770,36423,1
12770,41087,2
12770,52119,3
12770,1117,4
12770,16859,5
12770,28633,6
4108,976,0
4108,21911,1
4108,7693,2
4108,31841,3
4108,11397,4
4108,61609,5
4108,1090711,6
55903,81821,0
55903,24485,1
55903,48577,2
55903,286441,3
55903,40305,4
55903,38529,5
55903,20442,6
46466,1137,0
46466,5442,1
46466,16240,2
46466,16349,3
46466,13688,4
46466,4166,5
46466,7275,6
9685,18793,0
9685,4038,1
9685,4785,2
9685,6194,3
9685,15440,4
9685,2956,5
9685,11864,6
87481,944143,0
87481,1749231,1
87481,1081132,2
87481,3106063,3
16370,84021,0
16370,66881,2
16370,10399,3
16370,829,4
16370,29407,5
16370,47652,6
16370,18687,7
18913,21278,0
18913,4361,1
18913,29803,2
18913,57829,3
18913,11514,4
18913,4517,5
18913,21625,6
14361,6856,0
14361,519,1
14361,5960,2
14361,76759,3
14361,76760,4
14361,77338,5
14361,76470,6
41021,1547,0
41021,116309,1
41021,118633,2
41021,33855,3
41021,133229,4
41021,133230,5
41021,98047,6
18943,12899,0
18943,2886,1
18943,147454,2
18943,64897,3
18943,964625,4
18943,5177,5
18943,179573,6
32685,12899,0
32685,147454,1
32685,1666845,2
32685,1666844,3
32685,146564,4
32685,5111510,5
32685,142104,6
64079,13784,0
64079,20141,1
64079,193,2
64079,6914,3
64079,41251,4
64079,7673,5
64079,8499,6
18477,7073,0
18477,64721,1
18477,1242423,2
18477,99062,3
18477,1029003,4
18477,1029004,5
18477,13310,6
12262,73779,0
12262,73781,2
12262,62001,3
12262,73782,4
12262,101765,5
12262,101766,6
12262,101768,7
33506,1903,0
33506,2053,1
33506,2882,2
33506,13525,3
33506,63681,4
33506,20,5
33506,7166,6
29515,92036,0
29515,14062,1
29515,9309,2
29515,89570,3
29515,2081,4
29515,1911,5
29515,104048,6
41582,4763808,0
41582,2155,1
41582,1037,2
41582,13920,3
41582,4443,4
41582,1669268,5
41582,1669269,6
50382,192373,0
50382,1192920,1
50382,19439,2
50382,8167,3
50382,4307,4
50382,44846,5
50382,15417,6
42633,522,0
42633,855,1
42633,18364,2
42633,40618,3
42633,8608,4
42633,16085,5
42633,195061,6
26680,5,0
26680,8516,1
26680,69054,2
26680,564316,3
26680,169073,4
26680,70118,5
26680,564317,6
34086,19968,1
34086,4788,2
34086,1201304,3
34086,19547,4
34086,78148,5
34086,157466,6
34086,54044,7
11504,16620,0
11504,1062,1
11504,10409,2
11504,1211,3
11504,87917,5
11504,4965,6
11504,4002,7
23470,109418,0
23470,58210,1
23470,139869,2
23470,30048,3
23470,60949,4
23470,7633,5
23470,31004,6
977,14582,0
977,14583,1
977,14585,3
977,14586,4
233,3002,0
233,5597883,1
233,650,2
233,3006,3
233,3008,4
233,3009,5
233,3010,6
19049,8487,0
19049,20391,1
19049,70036,2
19049,14001,3
19049,136895,4
19049,78791,5
19049,7666,6
5506,12248,0
5506,14300,1
5506,14503,2
5506,12446,3
5506,43791,4
5506,43787,5
5506,100343,6
32961,12248,0
32961,12727,1
32961,40952,2
32961,30119,3
32961,109862,4
32961,107539,5
32961,47017,6
32568,12248,0
32568,45466,1
32568,14300,2
32568,3796,3
32568,2925,4
32568,97429,5
32568,32119,6
29698,110950,0
29698,2478,1
29698,110953,2
29698,135035,3
29698,135036,4
29698,135037,5
29698,135038,6
22244,88516,0
22244,88517,1
22244,88518,2
22244,88519,3
22244,88520,4
22244,88522,6
22244,88523,7
19460,69310,0
19460,59136,1
19460,46853,2
19460,132449,3
19460,27461,4
19460,1182534,5
19460,141757,6
575,677,0
575,7803,1
575,5646,2
575,7827,3
575,7822,4
575,7823,5
575,7804,6
10550,3131,0
10550,140,1
10550,2518,2
10550,11007,3
10550,10680,4
10550,30488,5
10550,11677,6
9034,18892,0
9034,4038,1
9034,118,2
9034,21711,3
9034,41465,4
9034,56757,5
9034,17040,6
9093,1810,0
9093,8210,1
9093,11661,2
9093,938,3
9093,15739,4
9093,3968,5
9093,113608,6
9039,6885,0
9039,7621,1
9039,56778,2
9039,4724,3
9039,3201,4
9039,501,5
9039,10137,6
1958,50,0
1958,17882,1
1958,20234,2
1958,20235,3
1958,4885,4
1958,19163,5
1958,4390,6
23550,67323,0
23550,65571,1
23550,90317,2
23550,90318,3
23550,97929,4
23550,67144,5
23550,90320,6
68569,3129,0
68569,34514,1
68569,1646,2
68569,282349,3
68569,47237,4
68569,36688,5
68569,48613,6
318535,41686,0
318535,2205,1
318535,52308,2
318535,35516,3
318535,25215,4
318535,14669,5
11013,13548,0
11013,1579,1
11013,4654,2
11013,21818,3
11013,230,4
11013,5274,5
11013,156689,6
129,19587,0
129,19588,1
129,19589,2
129,19590,3
129,19591,4
129,19592,5
129,225730,6
54714,1248,0
54714,99401,1
54714,533195,2
11529,368,0
11529,6164,1
11529,18352,2
11529,11850,3
11529,5960,4
11529,10430,5
11529,5376,6
10771,18897,0
10771,33259,1
10771,11355,2
10771,5578,3
10771,13939,4
10771,53,5
10771,149209,6
38951,1070523,0
38951,1133440,1
38951,2765303,2
38951,2914830,3
38951,229565,4
38951,107793,5
38951,2765304,6
55018,87118,0
55018,23628,1
55018,780,2
55018,57119,3
55018,219261,4
55018,66160,5
55018,11885,6
44635,3141,0
44635,6407,1
44635,26467,2
44635,12260,3
44635,22970,4
44635,17637,5
44635,19394,6
31005,4483,0
31005,4038,1
31005,131,2
31005,1003934,3
31005,9280,4
31005,129659,5
31005,129660,6
72308,2641,0
50123,6804,0
50123,57448,1
50123,15439,2
50123,945312,3
50123,933686,4
50123,87126,5
50123,60722,6
2110,1003,0
2110,21658,1
2110,21659,2
2110,10500,3
2110,21663,4
2110,21664,5
2110,21665,6
15173,78297,0
15173,78298,1
15173,80678,2
15173,110801,3
15173,2401391,4
15173,110802,5
15173,110803,6
9533,819,0
9533,4173,1
9533,5469,2
9533,1639,3
9533,1037,4
9533,1233,5
9533,16293,6
38866,16757,0
38866,23931,1
38866,13549,2
38866,4935,3
38866,2320,4
38866,10647,5
38866,56890,6
4107,34715,0
4107,34716,1
4107,34717,2
4107,34718,3
4107,34719,4
4107,11276,5
4107,32357,6
10575,112,0
10575,1771,1
10575,41527,2
10575,15917,3
10575,109337,4
10575,8772,5
10575,129625,6
47500,18248,0
47500,42993,1
47500,59967,2
47500,17640,3
47500,50877,4
47500,141955,5
47500,6950,6
15720,1271,0
15720,25654,1
15720,5657,2
15720,11616,3
15720,1428,4
15720,5563,5
15720,104059,6
9260,6807,0
9260,3905,1
9260,21353,2
9260,2169,3
9260,52708,4
9260,1461,5
9260,40481,6
21828,1284,0
21828,9030,1
21828,2227,2
21828,1347351,3
21828,1347353,4
21828,1311060,5
21828,75931,6
1682,18615,0
1682,67023,1
1682,18607,2
1682,144797,3
1682,18613,4
1682,1014950,5
1682,1014951,6
39462,122925,0
39462,227622,1
39462,108026,2
39462,121191,3
39462,18613,4
39462,1177243,5
39462,931389,6
18983,7685,0
18983,7453,1
18983,33768,2
18983,18615,3
18983,30568,4
18983,108026,5
18983,235382,6
41971,30613,0
41971,9625,1
41971,12900,2
41971,35341,3
41971,400,4
41971,18916,5
41971,11389,6
33831,47879,0
33831,4512,1
33831,72658,2
33831,12836,3
33831,780,4
33831,66811,5
33831,1062,6
24348,942808,0
24348,548681,1
24348,3096470,2
24348,1040841,3
24348,95778,4
24348,73952,5
19140,4068,0
19140,7663,1
19140,88960,2
19140,4302,3
19140,64212,4
19140,99750,5
19140,31209,6
82545,1229,0
82545,1036,1
82545,8873,2
82545,1811,3
82545,9599,4
82545,19207,5
82545,18687,6
37606,5472,0
37606,516,1
37606,39117,2
37606,826,3
37606,12522,4
37606,4004,5
37606,9976,6
34600,12899,0
34600,14893,1
34600,74627,2
34600,1106072,3
34600,193319,4
34600,83140,5
34600,1087389,6
11868,5,0
11868,113,1
11868,3796,2
11868,70794,3
11868,122951,4
11868,987684,5
11868,106989,6
12921,61961,0
12921,8872,1
12921,2201,2
12921,15900,3
12921,34917,4
12921,58475,5
12921,1351508,6
19953,27726,0
19953,41730,1
19953,726,2
19953,86368,3
19953,113654,4
19953,213641,5
19953,130423,6
53049,1085239,0
53049,560301,1
53049,1085240,2
53049,1085241,3
53049,1085242,4
53049,1085243,5
53049,1085244,6
10772,22383,0
10772,66676,1
10772,66677,2
10772,37586,3
10772,100409,4
10772,1031959,5
10772,103751,6
77079,22383,0
77079,234297,1
77079,127816,2
77079,102101,3
77079,24614,4
77079,9221,5
77079,1754323,6
74899,7570,0
74899,16896,1
74899,21151,2
74899,1210,3
74899,2712,4
74899,54800,5
74899,104349,6
120694,5682,0
120694,21245,1
120694,12150,2
120694,21399,3
120694,57312,4
120694,53971,6
120694,92287,7
12719,2778,0
12719,2628,1
12719,10556,2
12719,15900,3
12719,44301,4
12719,15416,5
12719,21731,6
25001,3460,0
25001,46949,1
25001,8183,2
25001,12149,3
25001,10360,4
25001,14792,5
25001,40530,6
43438,2924,0
43438,111664,2
43438,11859,3
43438,97243,4
43438,115062,5
43438,565350,6
43438,133871,7
3092,31440,0
3092,4786,1
3092,228813,2
3092,101855,3
3092,1002235,4
3092,1002218,5
3092,31525,6
4989,16475,0
4989,40403,1
4989,15213,2
4989,6774,3
4989,1679618,4
4989,81561,5
4989,77254,6
15313,21290,0
15313,78102,1
15313,7906,2
15313,59196,3
15313,1234256,4
15313,26075,5
15313,6074,6
12590,56045,0
12590,21089,1
12590,11616,2
12590,58225,3
12590,35595,4
12590,7497,5
12590,18461,6
37964,5411,0
37964,17637,1
37964,4239,2
37964,74615,3
37964,80758,4
37964,15758,5
37964,17859,6
7501,12834,0
7501,52708,1
7501,2778,2
7501,13922,3
7501,12835,4
7501,6949,5
7501,119232,6
1809,19210,0
1809,27855,1
1809,19211,2
1809,10860,3
1809,7517,4
1809,449,5
1809,21403,6
13768,6279,0
13768,227,1
13768,5606,2
13768,23495,3
13768,82519,4
13768,2282,5
13768,27563,6
10994,8291,0
10994,1160,1
10994,9137,2
10994,32,3
10994,6614,4
10994,55536,5
10994,343,6
1430,46432,1
1430,19011,2
1430,10017,3
1430,1335009,4
1430,1335010,5
1430,46433,6
1430,1335011,7
19973,16377,0
19973,85363,1
19973,105787,2
19973,135855,3
19973,566120,4
19973,66657,5
19973,1219901,6
40815,6012,0
40815,28255,1
40815,20239,2
40815,54227,3
40815,77906,4
40815,6304,5
40815,38389,6
12600,65424,0
12600,73044,1
12600,68916,2
12600,65426,3
12600,65427,4
12600,90567,5
12600,40325,6
8051,19292,0
8051,1639,1
8051,1233,2
8051,40481,3
8051,25884,4
8051,53684,5
8051,177063,6
70443,77860,0
70443,6020,1
70443,82306,2
70443,267376,3
70443,30644,4
70443,19075,5
70443,38881,6
12779,3125,0
12779,73475,1
12779,21089,2
12779,10478,3
12779,9281,4
12779,73476,5
12779,76526,6
146269,54455,0
146269,66147,1
146269,7498,2
146269,57451,3
146269,25310,4
146269,95001,5
15992,3897,0
15992,4589,1
15992,56365,2
15992,11664,3
15992,10430,4
15992,11365,5
15992,15091,6
1613,2231,0
1613,18023,1
1613,1246,2
1613,7470,3
1613,7026,4
1613,28848,5
1613,29699,6
565,3489,0
565,26291,1
565,26292,2
565,1248,3
565,13724,4
565,26294,5
565,20354,6
14112,17141,0
14112,5293,1
14112,12931,2
14112,49,3
14112,5372,4
14112,29685,5
14112,42157,6
15192,15234,0
15192,22018,1
15192,72873,2
15192,58663,3
15192,78018,4
15192,884,5
15192,1037,6
49872,77920,0
49872,20480,1
49872,9829,2
49872,34487,3
49872,81395,4
49872,29512,5
49872,29791,6
21925,3084,0
21925,11370,1
21925,15886,2
21925,3125,3
21925,10279,4
21925,116341,5
21925,115863,6
30309,59174,0
30309,28779,1
30309,192506,2
30309,41798,3
30309,1233673,4
30309,119666,5
30309,1988025,6
16646,107761,0
16646,81751,1
16646,125597,2
16646,2089650,3
16646,1011171,4
16646,1348056,5
16646,2117020,6
37288,21688,0
37288,80658,1
37288,120901,2
37288,120902,3
37288,120903,4
37288,77183,5
37288,3550838,6
20861,56675,0
20861,86034,1
20861,10694,2
20861,10130,3
20861,1549234,4
20861,71886,5
20861,4942,6
12647,11628,0
12647,4483,1
12647,2227,2
12647,62,3
12647,884,4
12647,2283,5
12647,21521,6
12477,72413,0
12477,72414,1
12477,72415,2
12477,72416,3
12477,3773484,4
12477,3773478,5
12477,3773488,6
10285,62596,0
10285,64741,1
10285,64742,2
10285,51579,3
10285,63544,4
10285,33850,5
10285,34407,6
19403,4960,0
19403,83037,1
19403,4966,2
19403,15753,3
19403,84652,4
19403,50574,5
19403,84653,6
11009,8891,0
11009,67787,1
11009,62014,2
11009,67788,3
11009,174563,4
11009,1216751,5
11009,20972,7
10805,8891,0
10805,724,1
10805,66881,2
10805,32392,3
10805,20972,4
10805,1651546,5
10805,1651540,6
40064,12149,0
40064,113,1
40064,2630,2
40064,9907,3
40064,656,4
40064,78940,5
40064,26247,6
17496,8891,0
17496,26513,1
17496,349,2
17496,66079,3
17496,12852,4
17496,182574,5
17496,156653,6
40969,8258,0
40969,8944,1
40969,7678,2
40969,1323932,3
40969,53720,4
40969,1376700,5
40969,62126,6
76411,13472,0
76411,17187,1
76411,214666,2
76411,1221574,3
76411,38253,4
76411,8875,5
76411,54800,6
5917,13565,0
5917,20928,1
5917,5605,2
5917,35090,3
5917,14253,4
5917,151699,5
5917,3339,6
31278,535705,0
31278,9221,1
31278,57380,2
31278,105350,3
31278,41063,4
31278,4661,5
31278,85982,6
33670,2877,0
33670,584596,1
33670,584597,2
33670,584599,4
33670,71728,5
33670,84878,6
33670,66199,7
47942,3636,0
47942,14061,1
47942,8252,2
47942,18643,3
47942,7502,4
47942,41218,5
47942,7503,6
33076,56819,0
33076,35159,1
33076,41220,2
33076,78416,3
33076,64929,4
33076,6844,5
33076,11783,6
44932,936084,0
44932,175883,1
44932,3785,2
44932,2641,3
44932,21459,4
44932,9112,5
44932,44728,6
15668,8892,0
15668,13294,1
15668,36409,2
15668,157936,3
15668,129292,4
15668,162139,5
15668,130440,6
30709,2314,0
30709,19256,1
30709,76465,2
30709,4521,3
30709,14254,4
30709,106810,5
30709,104291,6
19429,35,0
19429,3636,1
19429,12438,2
19429,4778,3
19429,55821,4
19429,73194,5
19429,14792,6
140413,193,0
140413,10400,1
140413,6587,2
140413,6065,3
140413,105595,4
140413,10775,5
140413,2772,6
21294,47879,0
21294,290,1
21294,25282,2
21294,65505,3
21294,14902,4
21294,14102,5
21294,3142,6
11340,18841,0
11340,69066,1
11340,69067,2
11340,69068,3
11340,69444,4
11340,39935,5
11340,41161,6
42142,49045,0
42142,23378,1
42142,939595,2
42142,1253940,3
42142,5266,4
42142,4537,5
42142,24632,6
11644,8891,0
11644,44038,1
11644,12074,2
11644,11901,3
11644,73513,4
11644,73515,5
11644,13728,6
33721,100623,0
33721,162139,1
33721,9986,2
33721,157473,3
33721,15693,4
33721,19483,5
33721,15721,6
36133,3151,0
36133,6837,1
36133,33644,2
36133,14277,3
36133,37712,4
36133,104418,5
36133,1080265,6
24124,4530416,0
24124,114809,1
24124,118946,2
24124,21380,3
24124,1206,4
24124,137529,5
24124,1205523,6
34697,825,0
34697,21992,1
34697,89043,3
34697,41218,4
34697,18643,5
34697,38761,6
34697,13997,7
8691,27277,0
8691,101577,1
8691,55656,2
8691,55659,3
8691,1945878,4
8691,55658,5
8691,55648,6
53922,5292,0
53922,18364,1
53922,83974,2
53922,5251,3
53922,1818,4
53922,152943,5
53922,130576,6
66592,14501,0
66592,30123,1
66592,4301,2
66592,1160,3
66592,32791,4
66592,7505,5
66592,82495,6
25773,62014,0
25773,15048,1
25773,12150,2
25773,522,3
25773,126547,4
25773,1179310,5
25773,12122,6
19123,24501,0
19123,16927,1
19123,7372,2
19123,1318196,3
19123,32092,4
